age,correct,key,response,response_time,sex,subject_nr,tp
24,1,gj,15,423,Female,17,0.2
24,1,jo,22,432,Female,17,0.25
24,0,oc,10,489,Female,17,0.125
24,1,cp,23,503,Female,17,0.1
24,1,pd,5,427,Female,17,0.02
24,1,dk,16,407,Female,17,0.33333
24,1,kh,11,459,Female,17,0.25
24,1,hg,10,498,Female,17,0.15385
24,1,gk,16,386,Female,17,0.2
24,1,kb,3,512,Female,17,0.125
24,1,bb,3,532,Female,17,0.25
24,1,bo,22,819,Female,17,0.25
24,1,oa,2,533,Female,17,0.25
24,1,ab,3,505,Female,17,0.33333
24,1,bo,22,403,Female,17,0.25
24,1,oa,2,565,Female,17,0.25
24,1,am,20,446,Female,17,0.16667
24,1,mj,15,449,Female,17,0.11111
24,1,jc,4,437,Female,17,0.125
24,1,co,22,429,Female,17,0.3
24,1,ok,16,399,Female,17,0.0625
24,1,km,20,471,Female,17,0.125
24,1,mo,22,507,Female,17,0.22222
24,1,ol,17,408,Female,17,0.0625
24,1,lo,22,451,Female,17,0.25
24,0,lo,14,885,Female,17,0.25
24,1,lo,8,746,Female,17,0.25
24,1,lo,22,469,Female,17,0.25
24,1,lo,17,414,Female,17,0.25
24,1,lo,11,463,Female,17,0.25
24,1,lo,20,465,Female,17,0.25
24,1,lo,16,399,Female,17,0.25
24,1,lo,17,404,Female,17,0.25
24,1,lo,20,481,Female,17,0.25
24,1,lo,21,509,Female,17,0.25
24,1,lo,10,480,Female,17,0.25
24,1,lo,4,500,Female,17,0.25
24,1,lo,21,426,Female,17,0.25
24,1,lo,21,555,Female,17,0.25
24,1,lo,23,514,Female,17,0.25
24,1,lo,11,376,Female,17,0.25
24,1,lo,4,454,Female,17,0.25
24,1,lo,2,569,Female,17,0.25
24,1,lo,21,463,Female,17,0.25
24,1,lo,2,569,Female,17,0.25
24,1,lo,15,450,Female,17,0.25
24,1,lo,17,415,Female,17,0.25
24,1,lo,10,418,Female,17,0.25
24,1,lo,5,451,Female,17,0.25
24,1,lo,23,524,Female,17,0.25
24,1,lo,9,487,Female,17,0.25
24,1,lo,23,546,Female,17,0.25
24,1,lo,15,387,Female,17,0.25
24,1,lo,15,433,Female,17,0.25
24,1,lo,9,511,Female,17,0.25
24,1,lo,8,472,Female,17,0.25
24,1,lo,3,490,Female,17,0.25
24,1,lo,20,465,Female,17,0.25
24,1,lo,5,454,Female,17,0.25
24,1,lo,8,478,Female,17,0.25
24,1,lo,4,456,Female,17,0.25
24,1,lo,3,586,Female,17,0.25
24,1,lo,3,628,Female,17,0.25
24,1,lo,10,515,Female,17,0.25
24,1,lo,5,494,Female,17,0.25
24,1,lo,11,482,Female,17,0.25
24,1,lo,3,532,Female,17,0.25
24,1,lo,14,512,Female,17,0.25
24,1,lo,23,491,Female,17,0.25
24,1,lo,14,476,Female,17,0.25
24,1,lo,20,531,Female,17,0.25
24,1,lo,4,425,Female,17,0.25
24,1,lo,11,489,Female,17,0.25
24,1,lo,4,563,Female,17,0.25
24,1,lo,16,420,Female,17,0.25
24,1,lo,21,447,Female,17,0.25
24,1,lo,16,433,Female,17,0.25
24,1,lo,14,435,Female,17,0.25
24,1,lo,22,468,Female,17,0.25
24,1,lo,11,464,Female,17,0.25
24,1,lo,4,470,Female,17,0.25
24,1,lo,2,552,Female,17,0.25
24,1,lo,9,490,Female,17,0.25
24,1,lo,11,432,Female,17,0.25
24,1,lo,16,423,Female,17,0.25
24,1,lo,3,494,Female,17,0.25
24,1,lo,8,491,Female,17,0.25
24,1,lo,21,443,Female,17,0.25
24,1,lo,2,568,Female,17,0.25
24,1,lo,10,388,Female,17,0.25
24,1,lo,17,508,Female,17,0.25
24,1,lo,15,444,Female,17,0.25
24,1,lo,16,435,Female,17,0.25
24,1,lo,17,427,Female,17,0.25
24,1,lo,20,453,Female,17,0.25
24,1,lo,2,547,Female,17,0.25
24,1,lo,22,508,Female,17,0.25
24,1,lo,22,488,Female,17,0.25
24,1,lo,22,523,Female,17,0.25
24,1,lo,9,490,Female,17,0.25
24,1,lo,8,505,Female,17,0.25
24,1,lo,5,472,Female,17,0.25
24,1,lo,16,475,Female,17,0.25
24,1,lo,10,476,Female,17,0.25
24,1,lo,9,484,Female,17,0.25
24,1,lo,4,512,Female,17,0.25
24,1,lo,14,502,Female,17,0.25
24,1,lo,17,487,Female,17,0.25
24,1,lo,23,849,Female,17,0.25
24,1,lo,23,508,Female,17,0.25
24,1,lo,3,538,Female,17,0.25
24,1,lo,3,508,Female,17,0.25
24,1,lo,22,465,Female,17,0.25
24,1,lo,20,409,Female,17,0.25
24,1,lo,11,455,Female,17,0.25
24,1,lo,17,478,Female,17,0.25
24,1,lo,20,492,Female,17,0.25
24,1,lo,16,441,Female,17,0.25
24,1,lo,15,499,Female,17,0.25
24,1,lo,9,491,Female,17,0.25
24,1,lo,14,497,Female,17,0.25
24,1,lo,2,544,Female,17,0.25
24,1,lo,21,537,Female,17,0.25
24,1,lo,14,550,Female,17,0.25
24,1,lo,23,602,Female,17,0.25
24,1,lo,5,481,Female,17,0.25
24,1,lo,5,512,Female,17,0.25
24,1,lo,15,458,Female,17,0.25
24,1,lo,9,514,Female,17,0.25
24,1,lo,15,459,Female,17,0.25
24,1,lo,5,431,Female,17,0.25
24,1,lo,14,470,Female,17,0.25
24,1,lo,8,514,Female,17,0.25
24,1,lo,2,608,Female,17,0.25
24,1,lo,10,521,Female,17,0.25
24,1,lo,10,425,Female,17,0.25
24,1,lo,22,506,Female,17,0.25
19,1,NA,2,717,Male,18,NA
19,1,NA,16,525,Male,18,NA
19,1,NA,20,502,Male,18,NA
19,1,NA,8,543,Male,18,NA
19,1,NA,10,504,Male,18,NA
19,1,NA,11,467,Male,18,NA
19,1,NA,23,715,Male,18,NA
19,1,NA,21,525,Male,18,NA
19,1,NA,5,566,Male,18,NA
19,1,NA,22,592,Male,18,NA
19,1,NA,9,534,Male,18,NA
19,1,NA,15,542,Male,18,NA
19,1,NA,3,594,Male,18,NA
19,1,NA,4,670,Male,18,NA
19,1,NA,14,602,Male,18,NA
19,1,NA,17,502,Male,18,NA
19,1,oe,8,598,Male,18,0.125
19,1,ee,8,462,Male,18,0.16667
19,1,ek,16,410,Male,18,0.08333
19,1,kc,4,530,Male,18,0.125
19,1,cl,17,493,Male,18,0.1
19,1,lm,20,529,Male,18,0.25
19,1,me,8,499,Male,18,0.22222
19,1,ea,2,585,Male,18,0.08333
19,1,ao,22,477,Male,18,0.33333
19,1,oj,15,462,Male,18,0.0625
19,1,jn,21,432,Male,18,0.125
19,1,nh,11,500,Male,18,0.8
19,1,hi,14,536,Male,18,0.07692
19,1,ic,4,478,Male,18,1
19,1,cg,10,499,Male,18,0.1
19,0,gl,11,414,Male,18,0.2
19,1,lc,4,547,Male,18,0.25
19,0,co,16,446,Male,18,0.3
19,1,oh,11,501,Male,18,0.0625
19,1,hj,15,430,Male,18,0.15385
19,1,jo,22,456,Male,18,0.25
19,1,oe,8,645,Male,18,0.125
19,1,ef,9,429,Male,18,0.08333
19,1,fo,22,523,Male,18,0.33333
19,1,om,20,477,Male,18,0.0625
19,1,mb,3,583,Male,18,0.11111
19,1,bh,11,442,Male,18,0.125
19,1,hh,11,355,Male,18,0.07692
19,1,hc,4,541,Male,18,0.07692
19,1,ce,8,597,Male,18,0.1
19,1,ec,4,475,Male,18,0.08333
19,1,cc,4,552,Male,18,0.1
19,1,ch,11,453,Male,18,0.1
19,1,he,8,569,Male,18,0.07692
19,1,ep,23,550,Male,18,0.08333
19,1,pf,9,474,Male,18,0.2
19,1,fe,8,534,Male,18,0.33333
19,1,eh,11,489,Male,18,0.08333
19,1,hm,20,550,Male,18,0.07692
19,1,mf,9,448,Male,18,0.11111
19,1,fm,20,493,Male,18,0.33333
19,1,mn,21,538,Male,18,0.11111
19,1,nh,11,492,Male,18,0.8
19,1,hl,17,421,Male,18,0.07692
19,1,lk,16,450,Male,18,0.25
19,1,kk,16,472,Male,18,0.125
19,1,kh,11,513,Male,18,0.25
19,1,hd,4,449,Male,18,0.07692
19,1,do,22,555,Male,18,0.33333
19,1,on,21,535,Male,18,0.0625
19,1,nk,16,439,Male,18,0.2
19,1,ke,8,588,Male,18,0.125
19,0,eo,16,447,Male,18,0.08333
19,1,oa,2,524,Male,18,0.25
19,1,ae,8,578,Male,18,0.16667
19,1,em,20,515,Male,18,0.08333
19,1,mo,22,485,Male,18,0.22222
19,1,oo,22,535,Male,18,0.0625
19,1,op,23,484,Male,18,0.0625
19,1,pg,10,530,Male,18,0.2
19,1,gm,20,461,Male,18,0.2
19,1,me,8,581,Male,18,0.22222
19,1,ed,4,424,Male,18,0.83333
19,1,da,2,570,Male,18,0.33333
19,1,ab,3,530,Male,18,0.33333
19,0,bp,17,543,Male,18,0.125
19,1,pe,8,519,Male,18,0.2
19,1,ee,8,501,Male,18,0.16667
19,1,eb,3,499,Male,18,0.08333
19,1,be,8,485,Male,18,0.125
19,1,bb,3,541,Male,18,0.25
19,1,bc,4,460,Male,18,0.125
19,1,co,22,454,Male,18,0.3
19,1,oa,2,545,Male,18,0.25
19,1,ao,22,552,Male,18,0.33333
19,1,oc,4,471,Male,18,0.125
19,1,ck,16,458,Male,18,0.1
19,1,kg,10,473,Male,18,0.125
19,1,gn,21,460,Male,18,0.2
19,1,nh,11,467,Male,18,0.8
19,1,hn,11,488,Male,18,0.07692
19,1,nh,21,423,Male,18,0.8
19,1,hp,23,499,Male,18,0.07692
19,1,pm,20,548,Male,18,0.2
19,1,mh,11,468,Male,18,0.11111
19,1,hj,15,493,Male,18,0.15385
19,1,jh,11,451,Male,18,0.125
19,1,hg,10,472,Male,18,0.15385
19,1,gj,15,433,Male,18,0.2
19,1,jo,22,463,Male,18,0.25
19,1,oc,4,532,Male,18,0.125
19,0,cp,17,405,Male,18,0.1
19,0,pd,11,423,Male,18,0.02
19,1,dk,16,435,Male,18,0.33333
19,0,kh,16,319,Male,18,0.25
19,0,hg,11,77,Male,18,0.15385
19,1,gk,16,595,Male,18,0.2
19,1,kb,3,568,Male,18,0.125
19,1,bb,3,625,Male,18,0.25
19,1,bo,22,420,Male,18,0.25
19,1,oa,2,638,Male,18,0.25
19,1,ab,3,559,Male,18,0.33333
19,1,bo,22,507,Male,18,0.25
19,1,oa,2,597,Male,18,0.25
19,1,am,20,476,Male,18,0.16667
19,1,mj,15,487,Male,18,0.11111
19,1,jc,4,497,Male,18,0.125
19,0,co,16,440,Male,18,0.3
19,1,ok,16,453,Male,18,0.0625
19,1,km,20,488,Male,18,0.125
19,1,mo,22,404,Male,18,0.22222
19,1,ol,17,456,Male,18,0.0625
19,1,lo,22,455,Male,18,0.25
19,1,oe,8,560,Male,18,0.125
19,1,ee,8,507,Male,18,0.16667
19,1,ek,16,498,Male,18,0.08333
19,1,kc,4,534,Male,18,0.125
19,1,cl,17,433,Male,18,0.1
19,1,lm,20,481,Male,18,0.25
19,1,me,8,475,Male,18,0.22222
19,1,ea,2,575,Male,18,0.08333
19,0,ao,16,475,Male,18,0.33333
19,1,oj,15,492,Male,18,0.0625
19,0,jn,15,407,Male,18,0.125
19,1,nh,11,471,Male,18,0.8
19,1,hi,14,508,Male,18,0.07692
19,1,ic,4,520,Male,18,1
19,1,cg,10,510,Male,18,0.1
19,1,gl,17,424,Male,18,0.2
19,1,lc,4,526,Male,18,0.25
19,1,co,22,456,Male,18,0.3
19,1,oh,11,486,Male,18,0.0625
19,1,hj,15,475,Male,18,0.15385
19,1,jo,22,480,Male,18,0.25
19,1,oe,8,576,Male,18,0.125
19,1,ef,9,470,Male,18,0.08333
19,1,fo,22,489,Male,18,0.33333
19,1,om,20,510,Male,18,0.0625
19,1,mb,3,501,Male,18,0.11111
19,1,bh,11,464,Male,18,0.125
19,1,hh,11,477,Male,18,0.07692
19,1,hc,4,525,Male,18,0.07692
19,1,ce,8,539,Male,18,0.1
19,1,ec,4,546,Male,18,0.08333
19,1,cc,4,546,Male,18,0.1
19,1,ch,11,459,Male,18,0.1
19,1,he,8,579,Male,18,0.07692
19,1,ep,23,551,Male,18,0.08333
19,1,pf,9,518,Male,18,0.2
19,1,fe,8,504,Male,18,0.33333
19,1,eh,11,501,Male,18,0.08333
19,1,hm,20,496,Male,18,0.07692
19,1,mf,9,520,Male,18,0.11111
19,1,fm,20,514,Male,18,0.33333
19,1,mn,21,526,Male,18,0.11111
19,1,nh,11,463,Male,18,0.8
19,1,hl,17,508,Male,18,0.07692
19,1,lk,16,486,Male,18,0.25
19,1,kk,16,422,Male,18,0.125
19,1,kh,11,491,Male,18,0.25
19,1,hd,4,540,Male,18,0.07692
19,1,do,22,424,Male,18,0.33333
19,1,on,21,485,Male,18,0.0625
19,1,nk,16,434,Male,18,0.2
19,1,ke,8,572,Male,18,0.125
19,1,eo,22,506,Male,18,0.08333
19,1,oa,2,627,Male,18,0.25
19,1,ae,8,599,Male,18,0.16667
19,1,em,20,529,Male,18,0.08333
19,1,mo,22,483,Male,18,0.22222
19,1,oo,22,536,Male,18,0.0625
19,1,op,23,555,Male,18,0.0625
19,1,pg,10,512,Male,18,0.2
19,1,gm,20,442,Male,18,0.2
19,1,me,8,508,Male,18,0.22222
19,1,ed,4,512,Male,18,0.83333
19,1,da,2,626,Male,18,0.33333
19,1,ab,3,569,Male,18,0.33333
19,1,bp,23,493,Male,18,0.125
19,1,pe,8,603,Male,18,0.2
19,1,ee,8,507,Male,18,0.16667
19,1,eb,3,577,Male,18,0.08333
19,1,be,8,534,Male,18,0.125
19,1,bb,3,577,Male,18,0.25
19,1,bc,4,534,Male,18,0.125
19,1,co,22,478,Male,18,0.3
19,1,oa,2,616,Male,18,0.25
19,1,ao,22,501,Male,18,0.33333
19,1,oc,4,559,Male,18,0.125
19,1,ck,16,431,Male,18,0.1
19,1,kg,10,477,Male,18,0.125
19,1,gn,21,413,Male,18,0.2
19,1,nh,11,453,Male,18,0.8
19,1,hn,11,552,Male,18,0.07692
19,1,nh,21,478,Male,18,0.8
19,1,hp,23,512,Male,18,0.07692
19,1,pm,20,600,Male,18,0.2
19,1,mh,11,494,Male,18,0.11111
19,1,hj,15,473,Male,18,0.15385
19,1,jh,11,483,Male,18,0.125
19,1,hg,10,437,Male,18,0.15385
19,1,gj,15,489,Male,18,0.2
19,1,jo,22,498,Male,18,0.25
19,1,oc,4,568,Male,18,0.125
19,1,cp,23,497,Male,18,0.1
19,1,pd,5,537,Male,18,0.02
19,1,dk,16,446,Male,18,0.33333
19,1,kh,11,450,Male,18,0.25
19,1,hg,10,506,Male,18,0.15385
19,1,gk,16,489,Male,18,0.2
19,1,kb,3,552,Male,18,0.125
19,1,bb,3,610,Male,18,0.25
19,1,bo,22,478,Male,18,0.25
19,1,oa,2,656,Male,18,0.25
19,1,ab,3,500,Male,18,0.33333
19,1,bo,22,470,Male,18,0.25
19,1,oa,2,635,Male,18,0.25
19,1,am,20,484,Male,18,0.16667
19,1,mj,15,522,Male,18,0.11111
19,1,jc,4,545,Male,18,0.125
19,0,co,16,487,Male,18,0.3
19,1,ok,16,502,Male,18,0.0625
19,1,km,20,425,Male,18,0.125
19,1,mo,22,486,Male,18,0.22222
19,1,ol,17,484,Male,18,0.0625
19,1,lo,22,432,Male,18,0.25
19,1,oe,8,674,Male,18,0.125
19,1,ee,8,542,Male,18,0.16667
19,1,ek,16,490,Male,18,0.08333
19,1,kc,4,528,Male,18,0.125
19,1,cl,17,456,Male,18,0.1
19,0,lm,21,424,Male,18,0.25
19,1,me,8,511,Male,18,0.22222
19,1,ea,2,537,Male,18,0.08333
19,1,ao,22,449,Male,18,0.33333
19,1,oj,15,450,Male,18,0.0625
19,1,jn,21,469,Male,18,0.125
19,1,nh,11,460,Male,18,0.8
19,1,hi,14,526,Male,18,0.07692
19,1,ic,4,572,Male,18,1
19,1,cg,10,473,Male,18,0.1
19,1,gl,17,476,Male,18,0.2
19,1,lc,4,538,Male,18,0.25
19,1,co,22,417,Male,18,0.3
19,1,oh,11,404,Male,18,0.0625
19,1,hj,15,462,Male,18,0.15385
19,1,jo,22,466,Male,18,0.25
19,1,oe,8,437,Male,18,0.125
19,1,ef,9,493,Male,18,0.08333
19,1,fo,22,430,Male,18,0.33333
19,1,om,20,514,Male,18,0.0625
19,1,mb,3,549,Male,18,0.11111
19,1,bh,11,490,Male,18,0.125
19,1,hh,11,544,Male,18,0.07692
19,1,hc,4,597,Male,18,0.07692
19,1,ce,8,558,Male,18,0.1
19,1,ec,4,506,Male,18,0.08333
19,1,cc,4,610,Male,18,0.1
19,1,ch,11,533,Male,18,0.1
19,1,he,8,517,Male,18,0.07692
19,1,ep,23,588,Male,18,0.08333
19,1,pf,9,468,Male,18,0.2
19,1,fe,8,555,Male,18,0.33333
19,1,eh,11,477,Male,18,0.08333
19,1,hm,20,503,Male,18,0.07692
19,1,mf,9,522,Male,18,0.11111
19,1,fm,20,557,Male,18,0.33333
19,1,mn,21,575,Male,18,0.11111
19,1,nh,11,496,Male,18,0.8
19,1,hl,17,532,Male,18,0.07692
19,1,lk,16,454,Male,18,0.25
19,1,kk,16,415,Male,18,0.125
19,1,kh,11,491,Male,18,0.25
19,1,hd,4,560,Male,18,0.07692
19,1,do,22,544,Male,18,0.33333
19,1,on,21,480,Male,18,0.0625
19,1,nk,16,426,Male,18,0.2
19,1,ke,8,589,Male,18,0.125
19,1,eo,22,510,Male,18,0.08333
19,1,oa,2,551,Male,18,0.25
19,1,ae,8,514,Male,18,0.16667
19,1,em,20,490,Male,18,0.08333
19,1,mo,22,505,Male,18,0.22222
19,1,oo,22,590,Male,18,0.0625
19,1,op,23,514,Male,18,0.0625
19,1,pg,10,453,Male,18,0.2
19,1,gm,20,459,Male,18,0.2
19,1,me,8,633,Male,18,0.22222
19,1,ed,4,425,Male,18,0.83333
19,1,da,2,566,Male,18,0.33333
19,1,ab,3,498,Male,18,0.33333
19,1,bp,23,489,Male,18,0.125
19,1,pe,8,610,Male,18,0.2
19,1,ee,8,542,Male,18,0.16667
19,1,eb,3,546,Male,18,0.08333
19,1,be,8,549,Male,18,0.125
19,1,bb,3,560,Male,18,0.25
19,1,bc,4,475,Male,18,0.125
19,1,co,22,508,Male,18,0.3
19,1,oa,2,584,Male,18,0.25
19,1,ao,22,548,Male,18,0.33333
19,1,oc,4,548,Male,18,0.125
19,1,ck,16,433,Male,18,0.1
19,1,kg,10,394,Male,18,0.125
19,1,gn,21,448,Male,18,0.2
19,1,nh,11,502,Male,18,0.8
19,1,hn,11,465,Male,18,0.07692
19,1,nh,21,536,Male,18,0.8
19,1,hp,23,516,Male,18,0.07692
19,1,pm,20,503,Male,18,0.2
19,1,mh,11,462,Male,18,0.11111
19,1,hj,15,496,Male,18,0.15385
19,1,jh,11,408,Male,18,0.125
19,1,hg,10,471,Male,18,0.15385
19,1,gj,15,362,Male,18,0.2
19,1,jo,22,519,Male,18,0.25
19,1,oc,4,609,Male,18,0.125
19,1,cp,23,531,Male,18,0.1
19,1,pd,5,574,Male,18,0.02
19,1,dk,16,426,Male,18,0.33333
19,1,kh,11,532,Male,18,0.25
19,1,hg,10,459,Male,18,0.15385
19,1,gk,16,512,Male,18,0.2
19,1,kb,3,607,Male,18,0.125
19,1,bb,3,564,Male,18,0.25
19,1,bo,22,438,Male,18,0.25
19,1,oa,2,586,Male,18,0.25
19,1,ab,3,533,Male,18,0.33333
19,1,bo,22,459,Male,18,0.25
19,1,oa,2,624,Male,18,0.25
19,1,am,20,498,Male,18,0.16667
19,1,mj,15,549,Male,18,0.11111
19,1,jc,4,480,Male,18,0.125
19,1,co,22,537,Male,18,0.3
19,1,ok,16,458,Male,18,0.0625
19,1,km,20,460,Male,18,0.125
19,1,mo,22,573,Male,18,0.22222
19,1,ol,17,531,Male,18,0.0625
19,1,lo,22,527,Male,18,0.25
19,1,oe,8,541,Male,18,0.125
19,1,ee,8,625,Male,18,0.16667
19,1,ek,16,455,Male,18,0.08333
19,1,kc,4,545,Male,18,0.125
19,1,cl,17,488,Male,18,0.1
19,1,lm,20,449,Male,18,0.25
19,1,me,8,571,Male,18,0.22222
19,1,ea,2,611,Male,18,0.08333
19,0,ao,16,453,Male,18,0.33333
19,1,oj,15,473,Male,18,0.0625
19,1,jn,21,461,Male,18,0.125
19,1,nh,11,533,Male,18,0.8
19,1,hi,14,432,Male,18,0.07692
19,1,ic,4,500,Male,18,1
19,1,cg,10,551,Male,18,0.1
19,1,gl,17,507,Male,18,0.2
19,1,lc,4,595,Male,18,0.25
19,1,co,22,633,Male,18,0.3
19,1,oh,11,509,Male,18,0.0625
19,1,hj,15,480,Male,18,0.15385
19,1,jo,22,498,Male,18,0.25
19,1,oe,8,552,Male,18,0.125
19,1,ef,9,466,Male,18,0.08333
19,1,fo,22,468,Male,18,0.33333
19,1,om,20,519,Male,18,0.0625
19,1,mb,3,573,Male,18,0.11111
19,1,bh,11,487,Male,18,0.125
19,1,hh,11,442,Male,18,0.07692
19,1,hc,4,573,Male,18,0.07692
19,1,ce,8,579,Male,18,0.1
19,1,ec,4,505,Male,18,0.08333
19,1,cc,4,699,Male,18,0.1
19,1,ch,11,503,Male,18,0.1
19,1,he,8,526,Male,18,0.07692
19,1,ep,23,609,Male,18,0.08333
19,1,pf,9,442,Male,18,0.2
19,1,fe,8,493,Male,18,0.33333
19,1,eh,11,519,Male,18,0.08333
19,0,hm,15,411,Male,18,0.07692
19,1,mf,9,500,Male,18,0.11111
19,1,fm,20,596,Male,18,0.33333
19,1,mn,21,553,Male,18,0.11111
19,1,nh,11,476,Male,18,0.8
19,1,hl,17,501,Male,18,0.07692
19,1,lk,16,503,Male,18,0.25
19,1,kk,16,482,Male,18,0.125
19,1,kh,11,471,Male,18,0.25
19,1,hd,4,575,Male,18,0.07692
19,1,do,22,459,Male,18,0.33333
19,1,on,21,452,Male,18,0.0625
19,1,nk,16,543,Male,18,0.2
19,1,ke,8,595,Male,18,0.125
19,1,eo,22,588,Male,18,0.08333
19,1,oa,2,594,Male,18,0.25
19,1,ae,8,603,Male,18,0.16667
19,1,em,20,547,Male,18,0.08333
19,1,mo,22,474,Male,18,0.22222
19,1,oo,22,524,Male,18,0.0625
19,1,op,23,562,Male,18,0.0625
19,1,pg,10,536,Male,18,0.2
19,1,gm,20,424,Male,18,0.2
19,1,me,8,596,Male,18,0.22222
19,1,ed,4,471,Male,18,0.83333
19,1,da,2,580,Male,18,0.33333
19,1,ab,3,554,Male,18,0.33333
19,1,bp,23,564,Male,18,0.125
19,1,pe,8,506,Male,18,0.2
19,1,ee,8,553,Male,18,0.16667
19,1,eb,3,559,Male,18,0.08333
19,1,be,8,568,Male,18,0.125
19,1,bb,3,548,Male,18,0.25
19,1,bc,4,541,Male,18,0.125
19,1,co,22,514,Male,18,0.3
19,1,oa,2,627,Male,18,0.25
19,1,ao,22,528,Male,18,0.33333
19,1,oc,4,520,Male,18,0.125
19,1,ck,16,497,Male,18,0.1
19,1,kg,10,514,Male,18,0.125
19,1,gn,21,460,Male,18,0.2
19,1,nh,11,520,Male,18,0.8
19,1,hn,11,487,Male,18,0.07692
19,1,nh,21,407,Male,18,0.8
19,1,hp,23,418,Male,18,0.07692
19,1,pm,20,500,Male,18,0.2
19,1,mh,11,511,Male,18,0.11111
19,1,hj,15,430,Male,18,0.15385
19,1,jh,11,534,Male,18,0.125
19,1,hg,10,446,Male,18,0.15385
19,1,gj,15,481,Male,18,0.2
19,1,jo,22,497,Male,18,0.25
19,1,oc,4,498,Male,18,0.125
19,1,cp,23,502,Male,18,0.1
19,1,pd,5,575,Male,18,0.02
19,1,dk,16,428,Male,18,0.33333
19,1,kh,11,513,Male,18,0.25
19,1,hg,10,498,Male,18,0.15385
19,1,gk,16,481,Male,18,0.2
19,1,kb,3,598,Male,18,0.125
19,1,bb,3,502,Male,18,0.25
19,1,bo,22,471,Male,18,0.25
19,1,oa,2,607,Male,18,0.25
19,1,ab,3,539,Male,18,0.33333
19,1,bo,22,444,Male,18,0.25
19,1,oa,2,574,Male,18,0.25
19,1,am,20,517,Male,18,0.16667
19,1,mj,15,529,Male,18,0.11111
19,1,jc,4,555,Male,18,0.125
19,1,co,22,528,Male,18,0.3
19,1,ok,16,490,Male,18,0.0625
19,1,km,20,496,Male,18,0.125
19,1,mo,22,411,Male,18,0.22222
19,1,ol,17,405,Male,18,0.0625
19,1,lo,22,394,Male,18,0.25
19,1,oe,8,537,Male,18,0.125
19,1,ee,8,524,Male,18,0.16667
19,1,ek,16,422,Male,18,0.08333
19,1,kc,4,543,Male,18,0.125
19,1,cl,17,531,Male,18,0.1
19,1,lm,20,502,Male,18,0.25
19,1,me,8,523,Male,18,0.22222
19,1,ea,2,580,Male,18,0.08333
19,1,ao,22,487,Male,18,0.33333
19,1,oj,15,432,Male,18,0.0625
19,1,jn,21,490,Male,18,0.125
19,1,nh,11,433,Male,18,0.8
19,1,hi,14,429,Male,18,0.07692
19,1,ic,4,516,Male,18,1
19,1,cg,10,512,Male,18,0.1
19,1,gl,17,474,Male,18,0.2
19,1,lc,4,600,Male,18,0.25
19,1,co,22,494,Male,18,0.3
19,1,oh,11,526,Male,18,0.0625
19,1,hj,15,453,Male,18,0.15385
19,1,jo,22,455,Male,18,0.25
19,1,oe,8,529,Male,18,0.125
19,1,ef,9,469,Male,18,0.08333
19,1,fo,22,465,Male,18,0.33333
19,1,om,20,483,Male,18,0.0625
19,1,mb,3,575,Male,18,0.11111
19,1,bh,11,442,Male,18,0.125
19,1,hh,11,409,Male,18,0.07692
19,1,hc,4,536,Male,18,0.07692
19,1,ce,8,543,Male,18,0.1
19,1,ec,4,547,Male,18,0.08333
19,1,cc,4,538,Male,18,0.1
19,1,ch,11,540,Male,18,0.1
19,1,he,8,551,Male,18,0.07692
19,1,ep,23,612,Male,18,0.08333
19,1,pf,9,540,Male,18,0.2
19,1,fe,8,539,Male,18,0.33333
19,1,eh,11,514,Male,18,0.08333
19,1,hm,20,453,Male,18,0.07692
19,1,mf,9,515,Male,18,0.11111
19,1,fm,20,454,Male,18,0.33333
19,1,mn,21,533,Male,18,0.11111
19,1,nh,11,431,Male,18,0.8
19,1,hl,17,518,Male,18,0.07692
19,1,lk,16,456,Male,18,0.25
19,1,kk,16,466,Male,18,0.125
19,1,kh,11,479,Male,18,0.25
19,1,hd,4,508,Male,18,0.07692
19,1,do,22,485,Male,18,0.33333
19,1,on,21,456,Male,18,0.0625
19,1,nk,16,504,Male,18,0.2
19,1,ke,8,556,Male,18,0.125
19,1,eo,22,476,Male,18,0.08333
19,1,oa,2,590,Male,18,0.25
19,1,ae,8,503,Male,18,0.16667
19,1,em,20,525,Male,18,0.08333
19,1,mo,22,490,Male,18,0.22222
19,1,oo,22,536,Male,18,0.0625
19,1,op,23,573,Male,18,0.0625
19,1,pg,10,418,Male,18,0.2
19,1,gm,20,455,Male,18,0.2
19,1,me,8,535,Male,18,0.22222
19,1,ed,4,466,Male,18,0.83333
19,1,da,2,611,Male,18,0.33333
19,1,ab,3,481,Male,18,0.33333
19,1,bp,23,468,Male,18,0.125
19,1,pe,8,549,Male,18,0.2
19,1,ee,8,482,Male,18,0.16667
19,1,eb,3,538,Male,18,0.08333
19,1,be,8,576,Male,18,0.125
19,1,bb,3,541,Male,18,0.25
19,1,bc,4,562,Male,18,0.125
19,1,co,22,449,Male,18,0.3
19,1,oa,2,574,Male,18,0.25
19,1,ao,22,480,Male,18,0.33333
19,1,oc,4,576,Male,18,0.125
19,1,ck,16,443,Male,18,0.1
19,1,kg,10,503,Male,18,0.125
19,1,gn,21,421,Male,18,0.2
19,1,nh,11,485,Male,18,0.8
19,1,hn,11,470,Male,18,0.07692
19,1,nh,21,482,Male,18,0.8
19,1,hp,23,633,Male,18,0.07692
19,1,pm,20,533,Male,18,0.2
19,1,mh,11,462,Male,18,0.11111
