age,correct,key,response,response_time,sex,subject_nr,tp
19,1,NA,15,800,Female,1,NA
19,1,NA,10,382,Female,1,NA
19,1,NA,3,445,Female,1,NA
19,1,NA,22,539,Female,1,NA
19,1,NA,17,414,Female,1,NA
19,1,NA,2,546,Female,1,NA
19,1,NA,16,440,Female,1,NA
19,1,NA,8,429,Female,1,NA
19,1,NA,4,464,Female,1,NA
19,1,NA,14,568,Female,1,NA
19,1,NA,5,548,Female,1,NA
19,1,NA,23,463,Female,1,NA
19,1,NA,9,485,Female,1,NA
19,1,NA,11,421,Female,1,NA
19,0,NA,19,456,Female,1,NA
19,1,NA,21,503,Female,1,NA
19,1,oe,8,714,Female,1,0.125
19,1,ee,8,412,Female,1,0.16667
19,1,ek,16,386,Female,1,0.08333
19,1,kc,4,428,Female,1,0.125
19,1,cl,17,416,Female,1,0.1
19,1,lm,20,417,Female,1,0.25
19,1,me,8,464,Female,1,0.22222
19,1,ea,2,450,Female,1,0.08333
19,1,ao,22,468,Female,1,0.33333
19,1,oj,15,414,Female,1,0.0625
19,1,jn,21,468,Female,1,0.125
19,1,nh,11,349,Female,1,0.8
19,1,hi,14,478,Female,1,0.07692
19,1,ic,4,411,Female,1,1
19,1,cg,10,464,Female,1,0.1
19,1,gl,17,390,Female,1,0.2
19,1,lc,4,473,Female,1,0.25
19,1,co,22,490,Female,1,0.3
19,1,oh,11,375,Female,1,0.0625
19,0,hj,16,412,Female,1,0.15385
19,1,jo,22,361,Female,1,0.25
19,1,oe,8,391,Female,1,0.125
19,1,ef,9,330,Female,1,0.08333
19,1,fo,22,466,Female,1,0.33333
19,1,om,20,535,Female,1,0.0625
19,1,mb,3,479,Female,1,0.11111
19,1,bh,11,404,Female,1,0.125
19,1,hh,11,423,Female,1,0.07692
19,1,hc,4,426,Female,1,0.07692
19,1,ce,8,489,Female,1,0.1
19,1,ec,4,406,Female,1,0.08333
19,1,cc,4,391,Female,1,0.1
19,0,ch,10,407,Female,1,0.1
19,1,he,8,456,Female,1,0.07692
19,1,ep,23,475,Female,1,0.08333
19,1,pf,9,423,Female,1,0.2
19,0,fe,9,245,Female,1,0.33333
19,1,eh,11,496,Female,1,0.08333
19,1,hm,20,514,Female,1,0.07692
19,1,mf,9,406,Female,1,0.11111
19,1,fm,20,462,Female,1,0.33333
19,1,mn,21,417,Female,1,0.11111
19,1,nh,11,371,Female,1,0.8
19,1,hl,17,445,Female,1,0.07692
19,1,lk,16,356,Female,1,0.25
19,1,kk,16,434,Female,1,0.125
19,1,kh,11,373,Female,1,0.25
19,1,hd,4,447,Female,1,0.07692
19,1,do,22,451,Female,1,0.33333
19,1,on,21,473,Female,1,0.0625
19,1,nk,16,374,Female,1,0.2
19,1,ke,8,426,Female,1,0.125
19,1,eo,22,458,Female,1,0.08333
19,1,oa,2,441,Female,1,0.25
19,1,ae,8,422,Female,1,0.16667
19,1,em,20,427,Female,1,0.08333
19,1,mo,22,434,Female,1,0.22222
19,1,oo,22,459,Female,1,0.0625
19,1,op,23,415,Female,1,0.0625
19,0,pg,9,514,Female,1,0.2
19,1,gm,20,504,Female,1,0.2
19,1,me,8,366,Female,1,0.22222
19,1,ed,4,389,Female,1,0.83333
19,1,da,2,586,Female,1,0.33333
19,1,ab,3,419,Female,1,0.33333
19,0,bp,16,495,Female,1,0.125
19,1,pe,8,495,Female,1,0.2
19,1,ee,8,570,Female,1,0.16667
19,1,eb,3,505,Female,1,0.08333
19,1,be,8,459,Female,1,0.125
19,1,bb,3,446,Female,1,0.25
19,1,bc,4,454,Female,1,0.125
19,1,co,22,444,Female,1,0.3
19,1,oa,2,601,Female,1,0.25
19,1,ao,22,762,Female,1,0.33333
19,1,oc,4,578,Female,1,0.125
19,1,ck,16,401,Female,1,0.1
19,1,kg,10,388,Female,1,0.125
19,1,gn,21,430,Female,1,0.2
19,1,nh,11,377,Female,1,0.8
19,1,hn,11,595,Female,1,0.07692
19,1,nh,21,440,Female,1,0.8
19,1,hp,23,414,Female,1,0.07692
19,1,pm,20,481,Female,1,0.2
19,1,mh,11,399,Female,1,0.11111
19,1,hj,15,374,Female,1,0.15385
19,1,jh,11,369,Female,1,0.125
19,1,hg,10,431,Female,1,0.15385
19,1,gj,15,410,Female,1,0.2
19,1,jo,22,357,Female,1,0.25
19,1,oc,4,423,Female,1,0.125
19,1,cp,23,423,Female,1,0.1
19,1,pd,5,437,Female,1,0.02
19,1,dk,16,360,Female,1,0.33333
19,0,kh,12,441,Female,1,0.25
19,1,hg,10,396,Female,1,0.15385
19,1,gk,16,325,Female,1,0.2
19,1,kb,3,528,Female,1,0.125
19,1,bb,3,464,Female,1,0.25
19,1,bo,22,467,Female,1,0.25
19,1,oa,2,469,Female,1,0.25
19,1,ab,3,398,Female,1,0.33333
19,1,bo,22,450,Female,1,0.25
19,1,oa,2,415,Female,1,0.25
19,1,am,20,474,Female,1,0.16667
19,0,mj,9,384,Female,1,0.11111
19,1,jc,4,422,Female,1,0.125
19,1,co,22,476,Female,1,0.3
19,1,ok,16,360,Female,1,0.0625
19,1,km,20,493,Female,1,0.125
19,1,mo,22,507,Female,1,0.22222
19,1,ol,17,482,Female,1,0.0625
19,1,lo,22,482,Female,1,0.25
19,1,oe,8,483,Female,1,0.125
19,1,ee,8,462,Female,1,0.16667
19,1,ek,16,427,Female,1,0.08333
19,1,kc,4,466,Female,1,0.125
19,1,cl,17,434,Female,1,0.1
19,1,lm,20,562,Female,1,0.25
19,1,me,8,490,Female,1,0.22222
19,1,ea,2,435,Female,1,0.08333
19,1,ao,22,866,Female,1,0.33333
19,1,oj,15,377,Female,1,0.0625
19,1,jn,21,451,Female,1,0.125
19,1,nh,11,460,Female,1,0.8
19,1,hi,14,452,Female,1,0.07692
19,1,ic,4,510,Female,1,1
19,1,cg,10,439,Female,1,0.1
19,1,gl,17,461,Female,1,0.2
19,1,lc,4,530,Female,1,0.25
19,1,co,22,523,Female,1,0.3
19,1,oh,11,462,Female,1,0.0625
19,1,hj,15,341,Female,1,0.15385
19,1,jo,22,500,Female,1,0.25
19,1,oe,8,437,Female,1,0.125
19,1,ef,9,433,Female,1,0.08333
19,1,fo,22,503,Female,1,0.33333
19,1,om,20,528,Female,1,0.0625
19,1,mb,3,476,Female,1,0.11111
19,1,bh,11,477,Female,1,0.125
19,1,hh,11,559,Female,1,0.07692
19,1,hc,4,466,Female,1,0.07692
19,1,ce,8,692,Female,1,0.1
19,1,ec,4,483,Female,1,0.08333
19,1,cc,4,475,Female,1,0.1
19,1,ch,11,487,Female,1,0.1
19,1,he,8,456,Female,1,0.07692
19,1,ep,23,851,Female,1,0.08333
19,1,pf,9,512,Female,1,0.2
19,1,fe,8,424,Female,1,0.33333
19,1,eh,11,481,Female,1,0.08333
19,1,hm,20,484,Female,1,0.07692
19,1,mf,9,424,Female,1,0.11111
19,1,fm,20,462,Female,1,0.33333
19,1,mn,21,420,Female,1,0.11111
19,1,nh,11,491,Female,1,0.8
19,1,hl,17,568,Female,1,0.07692
19,1,lk,16,391,Female,1,0.25
19,1,kk,16,359,Female,1,0.125
19,1,kh,11,486,Female,1,0.25
19,1,hd,4,447,Female,1,0.07692
19,1,do,22,459,Female,1,0.33333
19,1,on,21,430,Female,1,0.0625
19,1,nk,16,404,Female,1,0.2
19,1,ke,8,477,Female,1,0.125
19,1,eo,22,446,Female,1,0.08333
19,1,oa,2,594,Female,1,0.25
19,1,ae,8,403,Female,1,0.16667
19,1,em,20,455,Female,1,0.08333
19,1,mo,22,398,Female,1,0.22222
19,1,oo,22,339,Female,1,0.0625
19,1,op,23,413,Female,1,0.0625
19,1,pg,10,415,Female,1,0.2
19,1,gm,20,431,Female,1,0.2
19,1,me,8,457,Female,1,0.22222
19,1,ed,4,444,Female,1,0.83333
19,1,da,2,548,Female,1,0.33333
19,1,ab,3,419,Female,1,0.33333
19,1,bp,23,407,Female,1,0.125
19,1,pe,8,485,Female,1,0.2
19,1,ee,8,419,Female,1,0.16667
19,1,eb,3,435,Female,1,0.08333
19,1,be,8,418,Female,1,0.125
19,1,bb,3,492,Female,1,0.25
19,1,bc,4,475,Female,1,0.125
19,1,co,22,467,Female,1,0.3
19,1,oa,2,591,Female,1,0.25
19,1,ao,22,496,Female,1,0.33333
19,1,oc,4,480,Female,1,0.125
19,1,ck,16,420,Female,1,0.1
19,1,kg,10,381,Female,1,0.125
19,1,gn,21,407,Female,1,0.2
19,0,nh,5,488,Female,1,0.8
19,1,hn,11,424,Female,1,0.07692
19,1,nh,21,501,Female,1,0.8
19,1,hp,23,418,Female,1,0.07692
19,1,pm,20,500,Female,1,0.2
19,1,mh,11,530,Female,1,0.11111
19,1,hj,15,396,Female,1,0.15385
19,1,jh,11,458,Female,1,0.125
19,1,hg,10,439,Female,1,0.15385
19,1,gj,15,354,Female,1,0.2
19,1,jo,22,365,Female,1,0.25
19,1,oc,4,537,Female,1,0.125
19,1,cp,23,428,Female,1,0.1
19,1,pd,5,509,Female,1,0.02
19,1,dk,16,373,Female,1,0.33333
19,1,kh,11,455,Female,1,0.25
19,1,hg,10,449,Female,1,0.15385
19,1,gk,16,137,Female,1,0.2
19,1,kb,3,595,Female,1,0.125
19,1,bb,3,466,Female,1,0.25
19,0,bo,16,596,Female,1,0.25
19,1,oa,2,671,Female,1,0.25
19,1,ab,3,837,Female,1,0.33333
19,1,bo,22,464,Female,1,0.25
19,1,oa,2,499,Female,1,0.25
19,1,am,20,860,Female,1,0.16667
19,1,mj,15,370,Female,1,0.11111
19,1,jc,4,424,Female,1,0.125
19,1,co,22,458,Female,1,0.3
19,1,ok,16,369,Female,1,0.0625
19,1,km,20,419,Female,1,0.125
19,1,mo,22,409,Female,1,0.22222
19,1,ol,17,418,Female,1,0.0625
19,1,lo,22,408,Female,1,0.25
19,1,oe,8,512,Female,1,0.125
19,1,ee,8,387,Female,1,0.16667
19,1,ek,16,378,Female,1,0.08333
19,1,kc,4,478,Female,1,0.125
19,1,cl,17,420,Female,1,0.1
19,1,lm,20,496,Female,1,0.25
19,1,me,8,404,Female,1,0.22222
19,1,ea,2,446,Female,1,0.08333
19,1,ao,22,425,Female,1,0.33333
19,1,oj,15,398,Female,1,0.0625
19,1,jn,21,388,Female,1,0.125
19,1,nh,11,574,Female,1,0.8
19,1,hi,14,484,Female,1,0.07692
19,1,ic,4,445,Female,1,1
19,1,cg,10,344,Female,1,0.1
19,1,gl,17,397,Female,1,0.2
19,1,lc,4,536,Female,1,0.25
19,1,co,22,430,Female,1,0.3
19,0,oh,10,457,Female,1,0.0625
19,1,hj,15,409,Female,1,0.15385
19,1,jo,22,370,Female,1,0.25
19,1,oe,8,451,Female,1,0.125
19,1,ef,9,391,Female,1,0.08333
19,1,fo,22,413,Female,1,0.33333
19,1,om,20,489,Female,1,0.0625
19,1,mb,3,530,Female,1,0.11111
19,1,bh,11,458,Female,1,0.125
19,1,hh,11,450,Female,1,0.07692
19,1,hc,4,679,Female,1,0.07692
19,1,ce,8,520,Female,1,0.1
19,1,ec,4,422,Female,1,0.08333
19,1,cc,4,516,Female,1,0.1
19,1,ch,11,483,Female,1,0.1
19,1,he,8,456,Female,1,0.07692
19,1,ep,23,537,Female,1,0.08333
19,1,pf,9,410,Female,1,0.2
19,1,fe,8,441,Female,1,0.33333
19,1,eh,11,451,Female,1,0.08333
19,1,hm,20,544,Female,1,0.07692
19,1,mf,9,426,Female,1,0.11111
19,1,fm,20,472,Female,1,0.33333
19,1,mn,21,495,Female,1,0.11111
19,1,nh,11,493,Female,1,0.8
19,1,hl,17,461,Female,1,0.07692
19,1,lk,16,373,Female,1,0.25
19,1,kk,16,379,Female,1,0.125
19,1,kh,11,519,Female,1,0.25
19,1,hd,4,484,Female,1,0.07692
19,1,do,22,504,Female,1,0.33333
19,1,on,21,371,Female,1,0.0625
19,1,nk,16,384,Female,1,0.2
19,1,ke,8,492,Female,1,0.125
19,1,eo,22,427,Female,1,0.08333
19,1,oa,2,547,Female,1,0.25
19,1,ae,8,388,Female,1,0.16667
19,1,em,20,514,Female,1,0.08333
19,1,mo,22,417,Female,1,0.22222
19,1,oo,22,476,Female,1,0.0625
19,1,op,23,397,Female,1,0.0625
19,1,pg,10,441,Female,1,0.2
19,1,gm,20,379,Female,1,0.2
19,1,me,8,468,Female,1,0.22222
19,1,ed,4,486,Female,1,0.83333
19,1,da,2,502,Female,1,0.33333
19,1,ab,3,467,Female,1,0.33333
19,1,bp,23,465,Female,1,0.125
19,1,pe,8,439,Female,1,0.2
19,1,ee,8,400,Female,1,0.16667
19,1,eb,3,459,Female,1,0.08333
19,1,be,8,397,Female,1,0.125
19,1,bb,3,495,Female,1,0.25
19,1,bc,4,468,Female,1,0.125
19,0,co,16,427,Female,1,0.3
19,1,oa,2,481,Female,1,0.25
19,1,ao,22,762,Female,1,0.33333
19,0,oc,22,24,Female,1,0.125
19,1,ck,16,588,Female,1,0.1
19,1,kg,10,403,Female,1,0.125
19,1,gn,21,454,Female,1,0.2
19,0,nh,12,481,Female,1,0.8
19,1,hn,11,454,Female,1,0.07692
19,0,nh,22,434,Female,1,0.8
19,1,hp,23,382,Female,1,0.07692
19,1,pm,20,490,Female,1,0.2
19,1,mh,11,447,Female,1,0.11111
19,1,hj,15,407,Female,1,0.15385
19,1,jh,11,386,Female,1,0.125
19,1,hg,10,378,Female,1,0.15385
19,1,gj,15,435,Female,1,0.2
19,1,jo,22,377,Female,1,0.25
19,1,oc,4,585,Female,1,0.125
19,1,cp,23,423,Female,1,0.1
19,1,pd,5,530,Female,1,0.02
19,1,dk,16,376,Female,1,0.33333
19,1,kh,11,422,Female,1,0.25
19,1,hg,10,429,Female,1,0.15385
19,1,gk,16,359,Female,1,0.2
19,1,kb,3,486,Female,1,0.125
19,1,bb,3,399,Female,1,0.25
19,0,bo,16,426,Female,1,0.25
19,0,oa,1,488,Female,1,0.25
19,1,ab,3,427,Female,1,0.33333
19,0,bo,23,445,Female,1,0.25
19,0,oa,8,540,Female,1,0.25
19,0,am,14,377,Female,1,0.16667
19,1,mj,15,389,Female,1,0.11111
19,1,jc,4,404,Female,1,0.125
19,1,co,22,439,Female,1,0.3
19,1,ok,16,391,Female,1,0.0625
19,1,km,20,429,Female,1,0.125
19,1,mo,22,347,Female,1,0.22222
19,1,ol,17,411,Female,1,0.0625
19,1,lo,22,475,Female,1,0.25
19,1,oe,8,430,Female,1,0.125
19,1,ee,8,446,Female,1,0.16667
19,1,ek,16,382,Female,1,0.08333
19,1,kc,4,636,Female,1,0.125
19,1,cl,17,638,Female,1,0.1
19,1,lm,20,542,Female,1,0.25
19,1,me,8,410,Female,1,0.22222
19,1,ea,2,844,Female,1,0.08333
19,1,ao,22,492,Female,1,0.33333
19,1,oj,15,393,Female,1,0.0625
19,1,jn,21,375,Female,1,0.125
19,1,nh,11,423,Female,1,0.8
19,1,hi,14,487,Female,1,0.07692
19,1,ic,4,530,Female,1,1
19,1,cg,10,513,Female,1,0.1
19,1,gl,17,519,Female,1,0.2
19,1,lc,4,504,Female,1,0.25
19,1,co,22,481,Female,1,0.3
19,1,oh,11,459,Female,1,0.0625
19,1,hj,15,394,Female,1,0.15385
19,1,jo,22,364,Female,1,0.25
19,1,oe,8,470,Female,1,0.125
19,1,ef,9,434,Female,1,0.08333
19,1,fo,22,448,Female,1,0.33333
19,1,om,20,453,Female,1,0.0625
19,1,mb,3,538,Female,1,0.11111
19,1,bh,11,440,Female,1,0.125
19,1,hh,11,550,Female,1,0.07692
19,1,hc,4,496,Female,1,0.07692
19,1,ce,8,489,Female,1,0.1
19,1,ec,4,481,Female,1,0.08333
19,1,cc,4,503,Female,1,0.1
19,1,ch,11,426,Female,1,0.1
19,1,he,8,493,Female,1,0.07692
19,1,ep,23,764,Female,1,0.08333
19,1,pf,9,447,Female,1,0.2
19,1,fe,8,446,Female,1,0.33333
19,1,eh,11,451,Female,1,0.08333
19,1,hm,20,545,Female,1,0.07692
19,1,mf,9,452,Female,1,0.11111
19,1,fm,20,457,Female,1,0.33333
19,1,mn,21,499,Female,1,0.11111
19,1,nh,11,530,Female,1,0.8
19,1,hl,17,504,Female,1,0.07692
19,1,lk,16,404,Female,1,0.25
19,1,kk,16,377,Female,1,0.125
19,1,kh,11,446,Female,1,0.25
19,1,hd,4,517,Female,1,0.07692
19,1,do,22,487,Female,1,0.33333
19,1,on,21,483,Female,1,0.0625
19,1,nk,16,381,Female,1,0.2
19,1,ke,8,543,Female,1,0.125
19,1,eo,22,452,Female,1,0.08333
19,0,oa,8,633,Female,1,0.25
19,1,ae,8,403,Female,1,0.16667
19,1,em,20,472,Female,1,0.08333
19,1,mo,22,416,Female,1,0.22222
19,1,oo,22,351,Female,1,0.0625
19,1,op,23,530,Female,1,0.0625
19,1,pg,10,419,Female,1,0.2
19,1,gm,20,448,Female,1,0.2
19,1,me,8,456,Female,1,0.22222
19,1,ed,4,502,Female,1,0.83333
19,1,da,2,527,Female,1,0.33333
19,0,ab,4,456,Female,1,0.33333
19,0,bp,22,455,Female,1,0.125
19,1,pe,8,500,Female,1,0.2
19,1,ee,8,402,Female,1,0.16667
19,1,eb,3,469,Female,1,0.08333
19,1,be,8,548,Female,1,0.125
19,1,bb,3,454,Female,1,0.25
19,1,bc,4,444,Female,1,0.125
19,1,co,22,531,Female,1,0.3
19,1,oa,2,593,Female,1,0.25
19,1,ao,22,518,Female,1,0.33333
19,1,oc,4,528,Female,1,0.125
19,1,ck,16,439,Female,1,0.1
19,1,kg,10,408,Female,1,0.125
19,1,gn,21,458,Female,1,0.2
19,1,nh,11,425,Female,1,0.8
19,1,hn,11,410,Female,1,0.07692
19,1,nh,21,440,Female,1,0.8
19,1,hp,23,398,Female,1,0.07692
19,1,pm,20,507,Female,1,0.2
19,1,mh,11,544,Female,1,0.11111
19,1,hj,15,414,Female,1,0.15385
19,1,jh,11,465,Female,1,0.125
19,1,hg,10,497,Female,1,0.15385
19,1,gj,15,401,Female,1,0.2
19,0,jo,23,393,Female,1,0.25
19,1,oc,4,497,Female,1,0.125
19,1,cp,23,483,Female,1,0.1
19,1,pd,5,565,Female,1,0.02
19,1,dk,16,457,Female,1,0.33333
19,1,kh,11,460,Female,1,0.25
19,1,hg,10,471,Female,1,0.15385
19,1,gk,16,400,Female,1,0.2
19,1,kb,3,518,Female,1,0.125
19,1,bb,3,434,Female,1,0.25
19,0,bo,16,497,Female,1,0.25
19,1,oa,2,472,Female,1,0.25
19,1,ab,3,415,Female,1,0.33333
19,1,bo,22,484,Female,1,0.25
19,1,oa,2,529,Female,1,0.25
19,1,am,20,537,Female,1,0.16667
19,1,mj,15,393,Female,1,0.11111
19,1,jc,4,579,Female,1,0.125
19,1,co,22,620,Female,1,0.3
19,1,ok,16,467,Female,1,0.0625
19,1,km,20,463,Female,1,0.125
19,1,mo,22,454,Female,1,0.22222
19,1,ol,17,382,Female,1,0.0625
19,1,lo,22,340,Female,1,0.25
19,1,oe,8,519,Female,1,0.125
19,1,ee,8,428,Female,1,0.16667
19,1,ek,16,373,Female,1,0.08333
19,1,kc,4,424,Female,1,0.125
19,0,cl,23,422,Female,1,0.1
19,1,lm,20,496,Female,1,0.25
19,1,me,8,392,Female,1,0.22222
19,1,ea,2,433,Female,1,0.08333
19,1,ao,22,464,Female,1,0.33333
19,1,oj,15,377,Female,1,0.0625
19,1,jn,21,441,Female,1,0.125
19,1,nh,11,426,Female,1,0.8
19,1,hi,14,473,Female,1,0.07692
19,1,ic,4,456,Female,1,1
19,1,cg,10,354,Female,1,0.1
19,1,gl,17,413,Female,1,0.2
19,1,lc,4,440,Female,1,0.25
19,1,co,22,509,Female,1,0.3
19,1,oh,11,401,Female,1,0.0625
19,1,hj,15,419,Female,1,0.15385
19,1,jo,22,355,Female,1,0.25
19,1,oe,8,447,Female,1,0.125
19,1,ef,9,420,Female,1,0.08333
19,1,fo,22,435,Female,1,0.33333
19,1,om,20,481,Female,1,0.0625
19,1,mb,3,507,Female,1,0.11111
19,0,bh,12,452,Female,1,0.125
19,0,hh,12,405,Female,1,0.07692
19,1,hc,4,481,Female,1,0.07692
19,1,ce,8,500,Female,1,0.1
19,1,ec,4,606,Female,1,0.08333
19,1,cc,4,458,Female,1,0.1
19,1,ch,11,449,Female,1,0.1
19,0,he,2,487,Female,1,0.07692
19,1,ep,23,522,Female,1,0.08333
19,1,pf,9,602,Female,1,0.2
19,1,fe,8,516,Female,1,0.33333
19,1,eh,11,494,Female,1,0.08333
19,1,hm,20,519,Female,1,0.07692
19,1,mf,9,432,Female,1,0.11111
19,1,fm,20,474,Female,1,0.33333
19,1,mn,21,482,Female,1,0.11111
19,1,nh,11,410,Female,1,0.8
19,1,hl,17,416,Female,1,0.07692
19,1,lk,16,362,Female,1,0.25
19,1,kk,16,471,Female,1,0.125
19,1,kh,11,410,Female,1,0.25
19,1,hd,4,466,Female,1,0.07692
19,1,do,22,474,Female,1,0.33333
19,1,on,21,467,Female,1,0.0625
19,1,nk,16,354,Female,1,0.2
19,1,ke,8,416,Female,1,0.125
19,1,eo,22,483,Female,1,0.08333
19,1,oa,2,500,Female,1,0.25
19,1,ae,8,433,Female,1,0.16667
19,1,em,20,459,Female,1,0.08333
19,1,mo,22,428,Female,1,0.22222
19,1,oo,22,361,Female,1,0.0625
19,1,op,23,549,Female,1,0.0625
19,1,pg,10,386,Female,1,0.2
19,1,gm,20,470,Female,1,0.2
19,0,me,2,419,Female,1,0.22222
19,1,ed,4,442,Female,1,0.83333
19,1,da,2,491,Female,1,0.33333
19,1,ab,3,449,Female,1,0.33333
19,1,bp,23,552,Female,1,0.125
19,1,pe,8,520,Female,1,0.2
19,1,ee,8,401,Female,1,0.16667
19,1,eb,3,410,Female,1,0.08333
19,1,be,8,434,Female,1,0.125
19,1,bb,3,591,Female,1,0.25
19,1,bc,4,465,Female,1,0.125
19,1,co,22,638,Female,1,0.3
19,1,oa,2,510,Female,1,0.25
19,1,ao,22,521,Female,1,0.33333
19,0,oc,10,439,Female,1,0.125
19,1,ck,16,595,Female,1,0.1
19,1,kg,10,402,Female,1,0.125
19,1,gn,21,427,Female,1,0.2
19,1,nh,11,425,Female,1,0.8
19,1,hn,11,430,Female,1,0.07692
19,1,nh,21,437,Female,1,0.8
19,1,hp,23,388,Female,1,0.07692
19,1,pm,20,625,Female,1,0.2
19,1,mh,11,552,Female,1,0.11111
19,1,hj,15,487,Female,1,0.15385
19,1,jh,11,489,Female,1,0.125
19,1,hg,10,422,Female,1,0.15385
19,1,gj,15,380,Female,1,0.2
19,1,jo,22,380,Female,1,0.25
19,1,oc,4,597,Female,1,0.125
19,1,cp,23,611,Female,1,0.1
19,1,pd,5,509,Female,1,0.02
19,1,dk,16,382,Female,1,0.33333
19,0,kh,10,508,Female,1,0.25
19,1,hg,10,478,Female,1,0.15385
19,1,gk,16,427,Female,1,0.2
19,1,kb,3,513,Female,1,0.125
19,1,bb,3,411,Female,1,0.25
19,1,bo,22,485,Female,1,0.25
19,1,oa,2,576,Female,1,0.25
19,1,ab,3,450,Female,1,0.33333
19,1,bo,22,473,Female,1,0.25
19,1,oa,2,566,Female,1,0.25
19,1,am,20,597,Female,1,0.16667
19,1,mj,15,404,Female,1,0.11111
19,1,jc,4,469,Female,1,0.125
19,1,co,22,474,Female,1,0.3
19,1,ok,16,390,Female,1,0.0625
19,1,km,20,428,Female,1,0.125
19,1,mo,22,426,Female,1,0.22222
19,1,ol,17,404,Female,1,0.0625
19,1,lo,22,371,Female,1,0.25
19,1,lo,5,557,Female,1,0.25
19,1,lo,21,447,Female,1,0.25
19,1,lo,9,410,Female,1,0.25
19,1,lo,4,488,Female,1,0.25
19,1,lo,17,449,Female,1,0.25
19,1,lo,21,430,Female,1,0.25
19,1,lo,3,436,Female,1,0.25
19,0,lo,11,443,Female,1,0.25
19,1,lo,15,412,Female,1,0.25
19,1,lo,9,467,Female,1,0.25
19,1,lo,5,477,Female,1,0.25
19,0,lo,13,502,Female,1,0.25
19,1,lo,2,469,Female,1,0.25
19,1,lo,22,496,Female,1,0.25
19,1,lo,23,478,Female,1,0.25
19,1,lo,22,490,Female,1,0.25
19,1,lo,10,454,Female,1,0.25
19,1,lo,17,508,Female,1,0.25
19,1,lo,20,524,Female,1,0.25
19,1,lo,20,477,Female,1,0.25
19,1,lo,17,549,Female,1,0.25
19,1,lo,11,470,Female,1,0.25
19,1,lo,4,503,Female,1,0.25
19,1,lo,16,439,Female,1,0.25
19,1,lo,20,517,Female,1,0.25
19,1,lo,15,402,Female,1,0.25
19,1,lo,17,451,Female,1,0.25
19,1,lo,2,557,Female,1,0.25
19,1,lo,14,439,Female,1,0.25
19,1,lo,11,486,Female,1,0.25
19,1,lo,3,519,Female,1,0.25
19,1,lo,16,492,Female,1,0.25
19,1,lo,14,413,Female,1,0.25
19,1,lo,15,411,Female,1,0.25
19,1,lo,10,400,Female,1,0.25
19,1,lo,9,421,Female,1,0.25
19,1,lo,16,407,Female,1,0.25
19,1,lo,5,476,Female,1,0.25
19,1,lo,15,444,Female,1,0.25
19,1,lo,9,460,Female,1,0.25
19,1,lo,8,550,Female,1,0.25
19,1,lo,21,731,Female,1,0.25
19,1,lo,2,538,Female,1,0.25
19,1,lo,3,444,Female,1,0.25
19,1,lo,4,415,Female,1,0.25
19,1,lo,17,419,Female,1,0.25
19,1,lo,21,517,Female,1,0.25
19,1,lo,20,390,Female,1,0.25
19,1,lo,5,576,Female,1,0.25
19,1,lo,2,539,Female,1,0.25
19,1,lo,20,476,Female,1,0.25
19,1,lo,14,407,Female,1,0.25
19,1,lo,3,453,Female,1,0.25
19,1,lo,3,446,Female,1,0.25
19,1,lo,3,515,Female,1,0.25
19,1,lo,14,435,Female,1,0.25
19,1,lo,20,486,Female,1,0.25
19,1,lo,11,450,Female,1,0.25
19,1,lo,22,428,Female,1,0.25
19,1,lo,8,425,Female,1,0.25
19,1,lo,8,437,Female,1,0.25
19,1,lo,2,450,Female,1,0.25
19,1,lo,20,475,Female,1,0.25
19,1,lo,5,795,Female,1,0.25
19,1,lo,21,529,Female,1,0.25
19,1,lo,23,393,Female,1,0.25
19,1,lo,10,415,Female,1,0.25
19,1,lo,4,408,Female,1,0.25
19,1,lo,23,529,Female,1,0.25
19,1,lo,10,406,Female,1,0.25
19,1,lo,2,634,Female,1,0.25
19,1,lo,3,725,Female,1,0.25
19,0,lo,9,413,Female,1,0.25
19,1,lo,2,460,Female,1,0.25
19,1,lo,23,864,Female,1,0.25
19,1,lo,22,490,Female,1,0.25
19,1,lo,17,413,Female,1,0.25
19,1,lo,14,500,Female,1,0.25
19,1,lo,9,376,Female,1,0.25
19,1,lo,15,438,Female,1,0.25
19,1,lo,8,426,Female,1,0.25
19,1,lo,21,432,Female,1,0.25
19,1,lo,10,439,Female,1,0.25
19,0,lo,7,451,Female,1,0.25
19,1,lo,4,486,Female,1,0.25
19,1,lo,21,489,Female,1,0.25
19,0,lo,7,424,Female,1,0.25
19,1,lo,22,478,Female,1,0.25
19,1,lo,14,458,Female,1,0.25
19,1,lo,23,460,Female,1,0.25
19,1,lo,4,555,Female,1,0.25
19,1,lo,16,404,Female,1,0.25
19,1,lo,16,469,Female,1,0.25
19,1,lo,22,424,Female,1,0.25
19,1,lo,5,529,Female,1,0.25
19,0,lo,17,401,Female,1,0.25
19,1,lo,8,512,Female,1,0.25
19,1,lo,17,455,Female,1,0.25
19,1,lo,23,490,Female,1,0.25
19,1,lo,9,408,Female,1,0.25
19,1,lo,15,374,Female,1,0.25
19,1,lo,11,388,Female,1,0.25
19,1,lo,4,440,Female,1,0.25
19,1,lo,23,475,Female,1,0.25
19,1,lo,11,468,Female,1,0.25
19,1,lo,22,401,Female,1,0.25
19,1,lo,11,429,Female,1,0.25
19,1,lo,5,521,Female,1,0.25
19,1,lo,9,546,Female,1,0.25
