subject,sex,age,bigram_freq,concreteness,correct,diversity,word_freq,initial,letters,response_time,item,trans_prob
30,0,19,,,1,,,strip,5,825,piest,0
8,1,19,,,1,,,stun,7,825,flugged,0
6,1,19,,,1,,,winter,4,825,zoul,0
10,1,20,,,1,,,winter,4,825,zoul,0
7,1,19,,,1,,,bounty,5,826,blull,0
7,1,19,,,1,,,chapter,7,826,clouche,0
26,1,19,,,1,,,quip,7,826,phrinks,0
23,1,19,10,3.07,1,569,252.03,time,6,826,across,0.000419406
19,1,19,,,1,,,clock,6,827,smouns,0
15,1,19,,,1,,,data,3,827,bic,0
26,1,19,,,1,,,hell,6,827,shraun,0
18,1,19,,,1,,,lymph,8,827,thoached,0
15,1,19,243,2.89,1,53,129.82,rapid,6,827,growth,0.006102635
28,0,19,,,1,,,spring,6,827,swesks,0
11,1,20,,,1,,,vortex,4,827,fute,0
18,1,19,10,2.73,1,139,104.37,want,6,827,advice,0.005908214
27,1,22,,,1,,,borough,8,828,frerched,0
8,1,19,,,1,,,boss,7,828,grirmed,0
21,1,19,,,1,,,data,3,828,bic,0
4,1,20,0,4.47,1,0,1.53,drubs,5,828,nudge,0
14,1,19,0,3.03,1,0,4.94,gimlet,6,828,coding,0
10,1,20,,,1,,,jumbo,4,828,trut,0
9,1,41,8465,4.52,1,473,365.29,last,5,828,night,0.04587156
14,1,19,,,1,,,motion,5,828,tranc,0
13,1,19,0,2.5,1,9,190.6,oval,7,828,hipster,0
8,1,19,,,1,,,arts,7,829,gramped,0
15,1,19,,,1,,,badge,6,829,thanse,0
5,1,20,,,1,,,balls,5,829,brirr,0
17,0,21,,,1,,,boss,7,829,grirmed,0
16,1,23,,,1,,,dose,7,829,brodged,0
23,1,19,,,1,,,invite,5,829,fifed,0
19,1,19,,,1,,,jeering,7,829,mitched,0
5,1,20,8465,4.52,1,473,365.29,last,5,829,night,0.04587156
16,1,23,,,1,,,mug,4,829,ghop,0
15,1,19,0,4.4,1,17,62.03,ski,8,830,aircraft,0
13,1,19,,,1,,,unit,5,830,glird,0
7,1,19,234,4.25,1,17,49.68,bile,4,831,acid,0.013524937
21,1,19,,,1,,,bloke,4,831,vaut,0
7,1,19,0,4,1,5,194.84,chilli,4,831,call,0
21,1,19,198,3.17,1,62,352.11,funny,5,831,thing,0.010467706
12,1,20,,,1,,,here,3,831,uns,0
22,1,19,,,1,,,jolt,4,831,zamn,0
7,1,19,,,1,,,weekday,7,831,slinked,0
7,1,19,,,1,,,quip,7,832,phrinks,0
21,1,19,,,1,,,sleeper,6,832,chault,0
30,0,19,0,4.56,1,49,1.41,faith,4,833,rink,0
16,1,23,,,1,,,here,3,833,uns,0
15,1,19,,,1,,,hock,6,833,crirst,0
27,1,22,,,1,,,jeering,7,833,mitched,0
16,1,23,,,1,,,leader,5,833,crauk,0
31,0,25,,,1,,,litmus,7,833,sweased,0
14,1,19,,,1,,,lymph,8,833,thoached,0
13,1,19,,,1,,,pretend,6,833,whache,0
4,1,20,,,1,,,call,5,834,threb,0
20,1,19,,,1,,,cancer,6,834,dwiced,0.011558021
9,1,41,,,1,,,polka,7,834,sneaths,0
23,1,19,207,4.72,1,1,22.69,barbed,4,835,wire,0.713793103
9,1,41,,,1,,,bombard,6,835,slouth,0
2,1,23,,,1,,,excerpt,4,835,brev,0
18,1,19,,,1,,,feud,8,835,thrieled,0
10,1,20,198,3.17,1,62,352.11,funny,5,835,thing,0.010467706
17,0,21,0,1.76,1,4,4,geese,4,835,wits,0
21,1,19,13,4.41,1,1,62.51,glide,4,835,path,0.0591
21,1,19,,,1,,,leap,3,835,zil,0
21,1,19,0,4.14,1,0,1.03,lifer ,4,835,hugs,0
8,1,19,,,1,,,payment,6,835,clinds,0
23,1,19,,,1,,,press,4,835,hein,0
15,1,19,,,1,,,signal,7,835,twomped,0
3,0,20,,,1,,,unit,5,835,glird,0
9,1,41,,,1,,,borough,8,836,frerched,0
26,1,19,,,1,,,bounty,5,836,blull,0
29,0,20,,,1,,,kingdom,7,836,strules,0
31,0,25,,,1,,,paste,8,836,thrinced,0
5,1,20,,,1,,,unit,5,836,glird,0
16,1,23,,,1,,,display,6,837,snerps,0.010244287
10,1,20,,,1,,,excerpt,4,837,brev,0
13,1,19,11,2.57,1,248,50.4,give,7,837,advance,0.003258195
12,1,20,,,1,,,hell,6,837,shraun,0
16,1,23,,,1,,,pension,5,837,zekes,0
23,1,19,,,1,,,stimulus,7,837,pheethe,0
26,1,19,,,1,,,breeder,4,838,yerp,0
24,1,19,,,1,,,clink,5,838,chims,0
21,1,19,,,1,,,decay,6,838,flirst,0
27,1,22,,,1,,,outflow,6,838,gwouse,0
31,0,25,,,1,,,quip,7,838,phrinks,0
27,1,22,,,1,,,bounty,5,839,blull,0
27,1,22,,,1,,,contour,6,839,kneant,0
23,1,19,,,1,,,errand,6,839,jeight,0
29,0,20,,,1,,,height,5,839,luick,0
31,0,25,599,4.79,1,65,232.47,inner,4,839,city,0.0155902
11,1,20,0,4.14,1,0,1.03,lifer ,4,839,hugs,0
26,1,19,,,1,,,messed,6,839,ghypes,0
17,0,21,,,1,,,patriot,8,839,knenched,0
20,1,19,,,1,,,polka,7,839,sneaths,0
27,1,22,,,1,,,tenet,7,839,sprerfs,0
7,1,19,,,1,,,unit,5,839,glird,0
17,0,21,,,1,,,jazz,7,840,wroffed,0
13,1,19,,,1,,,kingdom,7,840,strules,0
7,1,19,,,1,,,tenet,7,840,sprerfs,0
30,0,19,0,3.3,1,0,493.85,abase,6,841,number,0
25,1,18,,,1,,,bail,6,841,simpse,0
16,1,23,,,1,,,breeder,4,841,yerp,0
23,1,19,,,1,,,contour,6,841,kneant,0
11,1,20,,,1,,,decay,6,841,flirst,0
28,0,19,,,1,,,glass,7,841,thalped,0
19,1,19,,,1,,,isle,4,841,famp,0
19,1,19,,,1,,,sides,5,841,psoom,0
2,1,23,0,2.03,1,0,199.64,berate,8,842,involved,0
15,1,19,,,1,,,binge,5,842,libes,0
7,1,19,,,1,,,client,6,842,fronth,0
5,1,20,187,4.7,1,21,114.41,eighth,4,842,army,0.016431925
21,1,19,10,2.31,1,11,57.8,enforced,7,842,absence,0.010090817
31,0,25,,,1,,,parking,6,842,snense,0
19,1,19,0,4.22,1,0,0.75,rethinks,5,842,scaly,0
25,1,18,,,1,,,shading,6,842,smurds,0
13,1,19,0,4,1,5,194.84,chilli,4,843,call,0
22,1,19,,,1,,,giant,6,843,blolks,0
7,1,19,,,1,,,hotbed,7,843,gweasts,0
3,0,20,,,1,,,diesel,5,844,plaub,0
11,1,20,,,1,,,fray,6,844,cloist,0
17,0,21,,,1,,,hail,6,844,durped,0
23,1,19,243,2.89,1,53,129.82,rapid,6,844,growth,0.006102635
25,1,18,,,1,,,ringing,7,844,scrance,0
3,0,20,0,4.4,1,17,62.03,ski,8,844,aircraft,0
19,1,19,,,1,,,hands,5,845,smats,0
25,1,18,0,4.14,1,0,1.03,lifer ,4,845,hugs,0
7,1,19,,,1,,,outflow,6,845,gwouse,0
12,1,20,,,1,,,payment,6,845,clinds,0
20,1,19,,,1,,,payment,6,845,clinds,0
3,0,20,0,3.3,1,0,493.85,abase,6,846,number,0
27,1,22,,,1,,,blast,5,846,yicks,0
12,1,20,,,1,,,fray,6,846,cloist,0
26,1,19,,,1,,,payment,6,846,clinds,0
22,1,19,,,1,,,unit,5,846,glird,0
3,0,20,,,1,,,badge,6,847,thanse,0
8,1,19,,,1,,,clink,5,847,chims,0
25,1,18,,,1,,,kilo,6,847,toosed,0
10,1,20,,,1,,,time,6,847,flurnt,0
19,1,19,,,1,,,club,5,848,nusts,0
12,1,20,,,1,,,fleet,5,848,monce,0
28,0,19,,,1,,,judge,6,848,puints,0
8,1,19,,,1,,,ringer,5,848,rorns,0
9,1,41,,,1,,,signal,5,848,yorks,0
15,1,19,,,1,,,signal,5,848,yorks,0
19,1,19,,,1,,,tenet,7,848,sprerfs,0
29,0,20,,,1,,,bloke,4,849,vaut,0
25,1,18,,,1,,,full,4,849,vudd,0
13,1,19,,,1,,,love,5,849,thwis,0
16,1,23,,,1,,,spring,6,849,swesks,0
5,1,20,,,1,,,boss,7,850,grirmed,0
17,0,21,,,1,,,buildup,6,850,dwings,0
24,1,19,,,1,,,copy,8,850,splathed,0
6,1,19,0,2.53,1,0,489.23,gunboat,5,850,found,0
17,0,21,,,1,,,height,5,850,luick,0
3,0,20,,,1,,,outflow,6,850,gwouse,0
11,1,20,,,1,,,owner,4,850,stot,0
8,1,19,,,1,,,pension,5,850,zekes,0
30,0,19,0,4.75,1,0,196.14,vexes,6,850,street,0
7,1,19,0,2.41,1,8,114.69,briskly,5,851,allow,0
20,1,19,,,1,,,clink,5,851,chims,0
26,1,19,,,1,,,dimmer,6,851,spalms,0
27,1,22,,,1,,,here,3,851,uns,0
28,0,19,,,1,,,rant,5,851,suill,0
6,1,19,,,1,,,stun,7,851,flugged,0
15,1,19,,,1,,,blast,5,852,yicks,0
21,1,19,,,1,,,boss,7,852,grirmed,0
5,1,20,,,1,,,data,3,852,bic,0
11,1,20,,,1,,,dining,7,852,dweeled,0
25,1,18,11,2.57,1,248,50.4,give,7,852,advance,0.003258195
16,1,23,,,1,,,kingdom,7,852,strules,0
19,1,19,,,1,,,messed,6,852,ghypes,0
23,1,19,,,1,,,messed,6,852,ghypes,0
12,1,20,,,1,,,pair,6,852,thrith,0
30,0,19,243,2.89,1,53,129.82,rapid,6,852,growth,0.006102635
15,1,19,,,1,,,folder,6,853,flouth,0
11,1,20,0,3.03,1,0,4.94,gimlet,6,853,coding,0
28,0,19,10,2.7,1,479,59.67,less,6,853,afraid,0.001261494
5,1,20,,,1,,,noun,6,853,starce,0
5,1,20,10,2.38,1,505,304.1,really,4,853,able,0.00047827
15,1,19,428,3.38,1,39,176.07,rugby,5,853,union,0.022641509
16,1,23,,,1,,,winter,4,853,zoul,0
25,1,18,,,1,,,bloke,4,854,vaut,0
31,0,25,,,1,,,clink,5,854,chims,0
4,1,20,,,1,,,folder,6,854,flouth,0
20,1,19,10,2.71,1,568,109.4,local,6,854,access,0.000539223
3,0,20,,,1,,,scope,5,854,blerf,0
11,1,20,,,1,,,scope,5,854,blerf,0
30,0,19,1769,3.27,1,498,297.82,second,4,854,half,0.001037294
8,1,19,0,4.53,1,0,133.35,snuffles,5,854,model,0
20,1,19,0,3.08,1,0,199.81,stippled ,5,854,trade,0
12,1,20,,,1,,,trains,8,854,dreethed,0
10,1,20,,,1,,,bees,6,855,phrain,0
8,1,19,,,1,,,buildup,6,855,dwings,0
9,1,41,10,2.31,1,11,57.8,enforced,7,855,absence,0.010090817
26,1,19,0,2.53,1,0,489.23,gunboat,5,855,found,0
8,1,19,,,1,,,opening,7,855,phaunts,0
14,1,19,5568,4.72,1,1749,353.52,other,4,855,hand,0.00088645
16,1,23,,,1,,,polka,7,855,sneaths,0
18,1,19,,,1,,,typhoid,7,855,hoursed,0
24,1,19,10,2.71,1,568,109.4,local,6,856,access,0.000539223
19,1,19,,,1,,,motion,5,856,tranc,0
23,1,19,,,1,,,patriot,8,856,knenched,0
20,1,19,,,1,,,rant,5,856,suill,0
22,1,19,,,1,,,trains,8,856,dreethed,0
23,1,19,,,1,,,wage,5,856,onzed,0
6,1,19,,,1,,,jeering,7,857,mitched,0
28,0,19,,,1,,,jolt,4,857,zamn,0
27,1,22,,,1,,,judge,6,857,puints,0
26,1,19,,,1,,,noun,6,857,starce,0
31,0,25,,,1,,,pair,6,857,thrith,0
22,1,19,,,1,,,payment,6,857,clinds,0
28,0,19,,,1,,,isle,4,858,famp,0
23,1,19,,,1,,,landing,5,858,phrav,0
29,0,20,,,1,,,bombard,6,859,slouth,0
31,0,25,,,1,,,image,5,859,vokes,0
5,1,20,243,2.89,1,53,129.82,rapid,6,859,growth,0.006102635
28,0,19,,,1,,,hands,5,860,smats,0
3,0,20,0,4.22,1,0,0.75,rethinks,5,860,scaly,0
9,1,41,,,1,,,vortex,4,860,fute,0
11,1,20,,,1,,,wage,5,860,onzed,0
12,1,20,,,1,,,bounty,5,861,blull,0
25,1,18,,,1,,,excerpt,4,861,brev,0
20,1,19,,,1,,,winter,4,861,zoul,0
22,1,19,,,1,,,winter,4,861,zoul,0
22,1,19,,,1,,,fray,6,862,cloist,0
16,1,23,,,1,,,kilo,6,862,toosed,0
23,1,19,,,1,,,seeker,5,862,swowd,0
4,1,20,0,,1,3,0.89,slug,4,862,gags,0
18,1,19,,,1,,,trains,8,862,dreethed,0
26,1,19,381,3.87,1,78,407.39,fifty,4,863,five,0.001747844
27,1,22,,,1,,,folder,6,864,flouth,0
29,0,20,,,1,,,guest,5,864,scamn,0
2,1,23,,,1,,,jumbo,4,864,trut,0
21,1,19,,,1,,,litmus,7,864,sweased,0
30,0,19,,,1,,,motion,5,864,tranc,0
28,0,19,,,1,,,pair,6,864,thrith,0
28,0,19,,,1,,,ringer,5,864,rorns,0
8,1,19,,,1,,,sticker,5,864,drelt,0
22,1,19,,,1,,,sticker,5,864,drelt,0
3,0,20,,,1,,,binge,5,865,libes,0
3,0,20,,,1,,,errand,6,865,jeight,0
16,1,23,17,4.64,1,1,165.65,larval,5,865,stage,0.116438356
9,1,41,0,4.14,1,0,1.03,lifer ,4,865,hugs,0
12,1,20,,,1,,,weekend,7,865,phryles,0
30,0,19,,,1,,,cleaner,5,866,brepe,0
28,0,19,0,4.56,1,49,1.41,faith,4,866,rink,0
31,0,25,,,1,,,noun,6,866,starce,0
30,0,19,10,2.67,1,1,107.25,rustic,5,866,style,0.041152263
19,1,19,,,1,,,sleeper,6,866,chault,0
6,1,19,0,2.31,1,263,81.81,way,5,866,agree,0
24,1,19,,,1,,,billion,7,867,strerts,0
8,1,19,,,1,,,class,4,867,gwus,0
11,1,20,,,1,,,here,3,867,uns,0
12,1,20,,,1,,,kilo,6,867,toosed,0
5,1,20,,,1,,,litmus,7,867,sweased,0
20,1,19,,,1,,,rubric,5,867,pruns,0
24,1,19,,,1,,,rubric,5,867,pruns,0
21,1,19,10,2.67,1,1,107.25,rustic,5,867,style,0.041152263
13,1,19,0,2.03,1,0,199.64,berate,8,868,involved,0
9,1,41,,,1,,,buildup,6,868,dwings,0
10,1,20,,,1,,,dimmer,6,868,spalms,0
20,1,19,,,1,,,display,6,868,snerps,0.010244287
10,1,20,,,1,,,noun,6,868,starce,0
24,1,19,,,1,,,spring,6,868,swesks,0
11,1,20,0,2.03,1,0,199.64,berate,8,869,involved,0
3,0,20,,,1,,,bounty,5,869,blull,0
3,0,20,,,1,,,circuit,6,869,frongs,0
11,1,20,,,1,,,daily,6,869,phlilt,0
13,1,19,,,1,,,frill,8,869,strisped,0
4,1,20,13,4.41,1,1,62.51,glide,4,869,path,0.0591
15,1,19,,,1,,,rubric,5,869,pruns,0
16,1,23,,,1,,,address,6,870,trisps,0
12,1,20,,,1,,,arts,7,870,gramped,0
12,1,20,,,1,,,telephone,6,870,phlain,0
25,1,18,0,3.03,1,0,4.94,gimlet,6,871,coding,0
29,0,20,0,4,1,5,194.84,chilli,4,872,call,0
22,1,19,,,1,,,clink,5,872,chims,0
22,1,19,,,1,,,crash,3,872,fom,0
7,1,19,,,1,,,mug,4,872,ghop,0
17,0,21,,,1,,,opening,7,872,phaunts,0
8,1,19,,,1,,,stimulus,7,872,pheethe,0
19,1,19,,,1,,,decay,6,873,flirst,0
15,1,19,,,1,,,dope,6,873,spuits,0
20,1,19,,,1,,,folder,6,873,flouth,0
8,1,19,,,1,,,motion,5,873,tranc,0
20,1,19,,,1,,,motion,5,873,tranc,0
6,1,19,,,1,,,quip,7,873,phrinks,0
26,1,19,243,2.89,1,53,129.82,rapid,6,873,growth,0.006102635
4,1,20,,,1,,,sticker,5,873,drelt,0
19,1,19,,,1,,,billion,7,874,strerts,0
17,0,21,305,4.75,1,25,196.14,fleet,6,874,street,0.025641026
6,1,19,,,1,,,image,5,874,vokes,0
25,1,18,0,,1,3,0.89,slug,4,874,gags,0
3,0,20,,,1,,,cleaner,5,875,brepe,0
7,1,19,,,1,,,clear,5,875,palks,0.000651508
13,1,19,,,1,,,zulu,7,875,scrongs,0
20,1,19,,,1,,,address,6,876,trisps,0
8,1,19,,,1,,,breaking,4,876,hurn,0
19,1,19,,,1,,,crash,3,876,fom,0
25,1,18,,,1,,,hotbed,7,876,gweasts,0
10,1,20,,,1,,,image,5,876,vokes,0
17,0,21,,,1,,,kilo,6,876,toosed,0
30,0,19,,,1,,,love,5,876,thwis,0
26,1,19,,,1,,,paste,8,876,thrinced,0
7,1,19,,,1,,,rant,5,876,suill,0
27,1,22,,,1,,,sleeper,6,876,chault,0
23,1,19,,,1,,,contact,4,877,glec,0
12,1,20,0,4.47,1,0,1.53,drubs,5,877,nudge,0
14,1,19,0,2.03,1,0,199.64,berate,8,878,involved,0
16,1,23,0,4.14,1,0,1.03,lifer ,4,878,hugs,0
5,1,20,1769,3.27,1,498,297.82,second,4,878,half,0.001037294
26,1,19,,,1,,,weather,7,878,scrunks,0
7,1,19,,,1,,,data,3,879,bic,0
19,1,19,0,3.82,1,0,196.94,fart,6,879,course,0
24,1,19,,,1,,,lymph,8,879,thoached,0
4,1,20,,,1,,,ringer,5,879,rorns,0
11,1,20,0,2.31,1,263,81.81,way,5,879,agree,0
12,1,20,,,1,,,buildup,6,880,dwings,0
13,1,19,305,4.75,1,25,196.14,fleet,6,880,street,0.025641026
13,1,19,,,1,,,noun,6,880,starce,0
23,1,19,0,3.3,1,0,493.85,abase,6,881,number,0
12,1,20,,,1,,,billion,7,881,strerts,0
17,0,21,,,1,,,bloke,4,881,vaut,0
18,1,19,,,1,,,bounty,5,881,blull,0
7,1,19,,,1,,,breaking,4,881,hurn,0
5,1,20,,,1,,,hock,6,881,crirst,0
9,1,41,,,1,,,kilo,6,881,toosed,0
12,1,20,10,2.71,1,568,109.4,local,6,881,access,0.000539223
29,0,20,,,1,,,opening,7,881,phaunts,0
28,0,19,1769,3.27,1,498,297.82,second,4,881,half,0.001037294
11,1,20,,,1,,,stick,6,881,shurps,0
16,1,23,,,1,,,weekend,7,881,phryles,0
5,1,20,,,1,,,excerpt,4,882,brev,0
3,0,20,,,1,,,hell,6,882,shraun,0
4,1,20,,,1,,,isle,4,882,famp,0
24,1,19,,,1,,,isle,4,882,famp,0
6,1,19,,,1,,,messed,6,882,ghypes,0
9,1,41,,,1,,,tank,6,882,grealt,0
4,1,20,,,1,,,cancer,6,883,dwiced,0.011558021
27,1,22,,,1,,,dope,6,883,spuits,0
15,1,19,0,3.82,1,0,196.94,fart,6,883,course,0
3,0,20,,,1,,,linked,5,883,caide,0
8,1,19,,,1,,,toggle,7,883,scunged,0
7,1,19,,,1,,,contour,6,884,kneant,0
25,1,18,512,4.3,1,74,93.39,daily,4,884,post,0.003276969
29,0,20,187,4.7,1,21,114.41,eighth,4,884,army,0.016431925
10,1,20,,,1,,,feud,8,884,thrieled,0
8,1,19,,,1,,,hotbed,7,884,gweasts,0
16,1,23,,,1,,,lymph,8,884,thoached,0
15,1,19,,,1,,,roomful,7,884,croothe,0
3,0,20,0,2.31,1,263,81.81,way,5,884,agree,0
23,1,19,,,1,,,balls,5,885,brirr,0
2,1,23,,,1,,,bounty,5,885,blull,0
19,1,19,,,1,,,cleaner,5,886,brepe,0
20,1,19,,,1,,,culprit,6,886,spralf,0
27,1,22,,,1,,,jazz,7,886,wroffed,0
8,1,19,0,4.14,1,0,1.03,lifer ,4,886,hugs,0
7,1,19,,,1,,,motion,5,886,tranc,0
24,1,19,0,2.35,1,44,187.78,cycle,8,887,language,0
23,1,19,,,1,,,fray,6,887,cloist,0
11,1,20,,,1,,,billion,7,888,strerts,0
9,1,41,0,3.03,1,0,4.94,gimlet,6,888,coding,0
30,0,19,0,,1,3,0.89,slug,4,888,gags,0
28,0,19,,,1,,,sticker,5,888,drelt,0
14,1,19,0,2.31,1,263,81.81,way,5,888,agree,0
21,1,19,,,1,,,bombard,6,889,slouth,0
28,0,19,,,1,,,copy,8,889,splathed,0
21,1,19,,,1,,,pension,5,889,zekes,0
20,1,19,,,1,,,weather,7,889,scrunks,0
14,1,19,,,1,,,breaking,4,890,hurn,0
5,1,20,512,4.3,1,74,93.39,daily,4,890,post,0.003276969
7,1,19,,,1,,,fray,6,890,cloist,0
29,0,20,0,3.03,1,0,4.94,gimlet,6,890,coding,0
14,1,19,,,1,,,jumbo,4,890,trut,0
18,1,19,,,1,,,payment,6,890,clinds,0
12,1,20,1769,3.27,1,498,297.82,second,4,890,half,0.001037294
18,1,19,0,3.3,1,0,493.85,abase,6,891,number,0
29,0,20,305,4.75,1,25,196.14,fleet,6,891,street,0.025641026
28,0,19,,,1,,,kingdom,7,891,strules,0
24,1,19,,,1,,,litmus,7,891,sweased,0
11,1,20,,,1,,,messed,6,891,ghypes,0
11,1,20,,,1,,,roomful,7,891,croothe,0
4,1,20,,,1,,,stun,7,891,flugged,0
9,1,41,,,1,,,zulu,7,891,scrongs,0
15,1,19,,,1,,,clear,5,892,palks,0.000651508
2,1,23,,,1,,,litmus,7,892,sweased,0
14,1,19,,,1,,,pair,6,892,thrith,0
12,1,20,,,1,,,stimulus,7,892,pheethe,0
19,1,19,234,4.25,1,17,49.68,bile,4,893,acid,0.013524937
9,1,41,,,1,,,love,5,893,thwis,0
14,1,19,0,3.3,1,0,493.85,abase,6,894,number,0
23,1,19,,,1,,,data,3,894,bic,0
24,1,19,,,1,,,display,6,894,snerps,0.010244287
24,1,19,,,1,,,fleet,5,894,monce,0
24,1,19,,,1,,,stimulus,7,894,pheethe,0
25,1,18,,,1,,,balls,5,895,brirr,0
18,1,19,381,3.87,1,78,407.39,fifty,4,895,five,0.001747844
17,0,21,1769,3.27,1,498,297.82,second,4,895,half,0.001037294
16,1,23,,,1,,,strip,5,895,piest,0
31,0,25,0,4,1,4,2.22,tides,5,895,mauve,0
27,1,22,,,1,,,typhoid,7,895,hoursed,0
10,1,20,,,1,,,borough,8,896,frerched,0
20,1,19,,,1,,,isle,4,896,famp,0
25,1,18,0,3.3,1,0,493.85,abase,6,897,number,0
8,1,19,,,1,,,cancer,6,897,dwiced,0.011558021
15,1,19,,,1,,,linked,5,897,caide,0
10,1,20,,,1,,,owner,4,897,stot,0
16,1,23,,,1,,,borough,8,898,frerched,0
13,1,19,,,1,,,buildup,6,898,dwings,0
12,1,20,0,1.76,1,4,4,geese,4,898,wits,0
18,1,19,0,1.76,1,4,4,geese,4,898,wits,0
5,1,20,0,4.14,1,0,1.03,lifer ,4,898,hugs,0
12,1,20,,,1,,,base,6,899,slemps,0
10,1,20,,,1,,,pair,6,899,thrith,0
24,1,19,,,1,,,parking,6,899,snense,0
16,1,23,,,1,,,call,5,900,threb,0
14,1,19,381,3.87,1,78,407.39,fifty,4,900,five,0.001747844
16,1,23,,,1,,,rant,5,900,suill,0
10,1,20,508,4.9,1,109,57.39,credit,4,901,card,0.001898305
30,0,19,0,4.14,1,0,1.03,lifer ,4,901,hugs,0
12,1,20,,,1,,,parking,6,901,snense,0
11,1,20,,,1,,,sleeper,6,901,chault,0
23,1,19,,,1,,,nursing,4,902,kewn,0
2,1,23,,,1,,,press,4,902,hein,0
2,1,23,,,1,,,winter,4,902,zoul,0
28,0,19,,,1,,,call,5,903,threb,0
9,1,41,,,1,,,excerpt,4,903,brev,0
6,1,19,,,1,,,pair,6,903,thrith,0
16,1,23,,,1,,,sleeper,6,903,chault,0
15,1,19,,,1,,,dimmer,6,904,spalms,0
23,1,19,,,1,,,dimmer,6,904,spalms,0
17,0,21,12,4,1,1,194.84,hoax,4,904,call,0.075471698
3,0,20,,,1,,,december,6,905,skirds,0
26,1,19,,,1,,,giant,6,905,blolks,0
23,1,19,,,1,,,hell,6,905,shraun,0
4,1,20,,,1,,,sleeper,6,905,chault,0
23,1,19,,,1,,,circuit,6,906,frongs,0
3,0,20,,,1,,,decay,6,906,flirst,0
9,1,41,187,4.7,1,21,114.41,eighth,4,906,army,0.016431925
13,1,19,,,1,,,here,3,906,uns,0
3,0,20,,,1,,,club,5,907,nusts,0
3,0,20,,,1,,,data,3,907,bic,0
29,0,20,,,1,,,hotbed,7,907,gweasts,0
14,1,19,10,2.73,1,139,104.37,want,6,907,advice,0.005908214
31,0,25,,,1,,,excerpt,4,908,brev,0
4,1,20,,,1,,,litmus,7,908,sweased,0
23,1,19,,,1,,,ride,6,908,scurrs,0
8,1,19,,,1,,,dose,7,909,brodged,0
24,1,19,10,2.7,1,479,59.67,less,6,909,afraid,0.001261494
27,1,22,,,1,,,spring,6,909,swesks,0
12,1,20,,,1,,,zulu,7,909,scrongs,0
19,1,19,,,1,,,data,3,910,bic,0
15,1,19,0,3.03,1,0,4.94,gimlet,6,910,coding,0
27,1,22,,,1,,,hock,6,910,crirst,0
9,1,41,,,1,,,see,7,910,sleshed,0
15,1,19,,,1,,,spring,6,910,swesks,0
7,1,19,207,4.72,1,1,22.69,barbed,4,911,wire,0.713793103
7,1,19,,,1,,,fleet,5,911,monce,0
18,1,19,,,1,,,image,5,911,vokes,0
12,1,20,,,1,,,owner,4,911,stot,0
29,0,20,,,1,,,pretend,6,911,whache,0
3,0,20,,,1,,,rubric,5,911,pruns,0
26,1,19,,,1,,,unit,5,911,glird,0
27,1,22,234,4.25,1,17,49.68,bile,4,912,acid,0.013524937
11,1,20,,,1,,,client,6,912,fronth,0
6,1,19,508,4.9,1,109,57.39,credit,4,912,card,0.001898305
7,1,19,,,1,,,landing,5,912,phrav,0
16,1,23,,,1,,,stimulus,7,912,pheethe,0
17,0,21,0,4.75,1,0,196.14,vexes,6,912,street,0
23,1,19,573,3.72,1,134,52.44,cash,4,913,flow,0.002678156
19,1,19,,,1,,,client,6,913,fronth,0
3,0,20,,,1,,,clock,6,913,smouns,0
12,1,20,,,1,,,ringing,7,913,scrance,0
24,1,19,,,1,,,ringing,7,913,scrance,0
29,0,20,0,,1,3,0.89,slug,4,913,gags,0
5,1,20,0,4,1,5,194.84,chilli,4,914,call,0
19,1,19,,,1,,,pretend,6,914,whache,0
5,1,20,,,1,,,buildup,6,915,dwings,0
8,1,19,,,1,,,height,5,915,luick,0
23,1,19,,,1,,,here,3,915,uns,0
28,0,19,0,,1,3,0.89,slug,4,915,gags,0
17,0,21,,,1,,,see,7,916,sleshed,0
11,1,20,,,1,,,telephone,6,916,phlain,0
31,0,25,0,2.03,1,0,199.64,berate,8,917,involved,0
12,1,20,,,1,,,dose,7,917,brodged,0
7,1,19,,,1,,,linked,5,917,caide,0
29,0,20,,,1,,,here,3,918,uns,0
4,1,20,0,4.14,1,0,1.03,lifer ,4,918,hugs,0
27,1,22,,,1,,,scope,5,918,blerf,0
17,0,21,0,,1,3,0.89,slug,4,918,gags,0
8,1,19,,,1,,,borough,8,919,frerched,0
16,1,23,,,1,,,boss,7,919,grirmed,0
20,1,19,,,1,,,boss,7,919,grirmed,0
8,1,19,,,1,,,bounty,5,919,blull,0
8,1,19,,,1,,,noun,6,919,starce,0
3,0,20,0,2.41,1,8,114.69,briskly,5,920,allow,0
24,1,19,,,1,,,opening,7,920,phaunts,0
8,1,19,,,1,,,addict,5,921,gouls,0
24,1,19,,,1,,,sleeper,6,922,chault,0
25,1,18,,,1,,,tank,6,923,grealt,0
22,1,19,,,1,,,jumbo,4,924,trut,0
10,1,20,,,1,,,lymph,8,924,thoached,0
28,0,19,,,1,,,billion,7,925,strerts,0
7,1,19,573,3.72,1,134,52.44,cash,4,925,flow,0.002678156
7,1,19,,,1,,,circuit,6,925,frongs,0
10,1,20,,,1,,,classes,7,925,blursed,0
29,0,20,,,1,,,excerpt,4,925,brev,0
5,1,20,,,1,,,hotbed,7,925,gweasts,0
10,1,20,0,4.22,1,0,0.75,rethinks,5,925,scaly,0
