subject,sex,age,bigram_freq,concreteness,word_freq,Initial,diversity,letters,item,correct,response_time,word_freq,trans_prob
2,1,50,0,4.61,1.96,logomachy,#N/A,4,soot,1,1151,196,0
29,0,29,0,4.61,1.96,logomachy,#N/A,4,soot,1,1420,196,0
10,1,21,0,3.9,131.15,martlet,#N/A,5,press,1,427,13115,0
13,1,29,0,3.9,131.15,martlet,#N/A,5,press,1,429,13115,0
12,0,24,0,3.9,131.15,martlet,#N/A,5,press,1,456,13115,0
7,0,38,0,3.9,131.15,martlet,#N/A,5,press,1,470,13115,0
17,1,33,0,3.9,131.15,martlet,#N/A,5,press,1,497,13115,0
14,0,22,0,3.9,131.15,martlet,#N/A,5,press,1,505,13115,0
8,1,30,0,3.9,131.15,martlet,#N/A,5,press,1,536,13115,0
25,1,47,0,3.9,131.15,martlet,#N/A,5,press,1,552,13115,0
27,1,46,0,3.9,131.15,martlet,#N/A,5,press,1,591,13115,0
11,1,20,0,3.9,131.15,martlet,#N/A,5,press,1,597,13115,0
18,1,25,0,3.9,131.15,martlet,#N/A,5,press,1,602,13115,0
21,1,18,0,3.9,131.15,martlet,#N/A,5,press,1,627,13115,0
3,1,60,0,3.9,131.15,martlet,#N/A,5,press,1,628,13115,0
9,1,46,0,3.9,131.15,martlet,#N/A,5,press,1,628,13115,0
1,1,30,0,3.9,131.15,martlet,#N/A,5,press,1,634,13115,0
28,1,30,0,3.9,131.15,martlet,#N/A,5,press,1,648,13115,0
16,1,22,0,3.9,131.15,martlet,#N/A,5,press,1,692,13115,0
20,1,23,0,3.9,131.15,martlet,#N/A,5,press,1,706,13115,0
2,1,50,0,3.9,131.15,martlet,#N/A,5,press,1,725,13115,0
23,1,42,0,3.9,131.15,martlet,#N/A,5,press,1,737,13115,0
6,1,30,0,3.9,131.15,martlet,#N/A,5,press,1,767,13115,0
19,1,46,0,3.9,131.15,martlet,#N/A,5,press,1,816,13115,0
26,0,51,0,3.9,131.15,martlet,#N/A,5,press,1,844,13115,0
7,0,38,0,3.39,402.74,miaow,#N/A,5,point,1,420,40274,0
10,1,21,0,3.39,402.74,miaow,#N/A,5,point,1,488,40274,0
14,0,22,0,3.39,402.74,miaow,#N/A,5,point,1,504,40274,0
5,1,29,0,3.39,402.74,miaow,#N/A,5,point,1,513,40274,0
22,1,29,0,3.39,402.74,miaow,#N/A,5,point,1,539,40274,0
25,1,47,0,3.39,402.74,miaow,#N/A,5,point,1,543,40274,0
21,1,18,0,3.39,402.74,miaow,#N/A,5,point,1,550,40274,0
23,1,42,0,3.39,402.74,miaow,#N/A,5,point,1,555,40274,0
17,1,33,0,3.39,402.74,miaow,#N/A,5,point,1,573,40274,0
18,1,25,0,3.39,402.74,miaow,#N/A,5,point,1,584,40274,0
3,1,60,0,3.39,402.74,miaow,#N/A,5,point,1,597,40274,0
9,1,46,0,3.39,402.74,miaow,#N/A,5,point,1,597,40274,0
26,0,51,0,3.39,402.74,miaow,#N/A,5,point,1,606,40274,0
2,1,50,0,3.39,402.74,miaow,#N/A,5,point,1,614,40274,0
8,1,30,0,3.39,402.74,miaow,#N/A,5,point,1,622,40274,0
11,1,20,0,3.39,402.74,miaow,#N/A,5,point,1,632,40274,0
13,1,29,0,3.39,402.74,miaow,#N/A,5,point,1,670,40274,0
6,1,30,0,3.39,402.74,miaow,#N/A,5,point,1,675,40274,0
20,1,23,0,3.39,402.74,miaow,#N/A,5,point,1,682,40274,0
28,1,30,0,3.39,402.74,miaow,#N/A,5,point,1,753,40274,0
29,0,29,0,3.39,402.74,miaow,#N/A,5,point,1,777,40274,0
12,0,24,0,3.39,402.74,miaow,#N/A,5,point,1,814,40274,0
19,1,46,0,3.39,402.74,miaow,#N/A,5,point,1,847,40274,0
27,1,46,0,3.39,402.74,miaow,#N/A,5,point,1,850,40274,0
16,1,22,0,3.39,402.74,miaow,#N/A,5,point,1,1456,40274,0
1,1,30,0,4.89,4.06,nacarat,#N/A,5,salts,1,393,406,0
17,1,33,0,4.89,4.06,nacarat,#N/A,5,salts,1,465,406,0
7,0,38,0,4.89,4.06,nacarat,#N/A,5,salts,1,473,406,0
13,1,29,0,4.89,4.06,nacarat,#N/A,5,salts,1,483,406,0
23,1,42,0,4.89,4.06,nacarat,#N/A,5,salts,1,497,406,0
10,1,21,0,4.89,4.06,nacarat,#N/A,5,salts,1,513,406,0
12,0,24,0,4.89,4.06,nacarat,#N/A,5,salts,1,568,406,0
18,1,25,0,4.89,4.06,nacarat,#N/A,5,salts,1,603,406,0
6,1,30,0,4.89,4.06,nacarat,#N/A,5,salts,1,610,406,0
8,1,30,0,4.89,4.06,nacarat,#N/A,5,salts,1,639,406,0
14,0,22,0,4.89,4.06,nacarat,#N/A,5,salts,1,697,406,0
20,1,23,0,4.89,4.06,nacarat,#N/A,5,salts,1,708,406,0
26,0,51,0,4.89,4.06,nacarat,#N/A,5,salts,1,716,406,0
5,1,29,0,4.89,4.06,nacarat,#N/A,5,salts,1,719,406,0
27,1,46,0,4.89,4.06,nacarat,#N/A,5,salts,1,750,406,0
25,1,47,0,4.89,4.06,nacarat,#N/A,5,salts,1,779,406,0
21,1,18,0,4.89,4.06,nacarat,#N/A,5,salts,1,807,406,0
3,1,60,0,4.89,4.06,nacarat,#N/A,5,salts,1,897,406,0
9,1,46,0,4.89,4.06,nacarat,#N/A,5,salts,1,897,406,0
2,1,50,0,4.89,4.06,nacarat,#N/A,5,salts,1,933,406,0
28,1,30,0,4.89,4.06,nacarat,#N/A,5,salts,1,989,406,0
19,1,46,0,4.89,4.06,nacarat,#N/A,5,salts,1,1110,406,0
29,0,29,0,4.89,4.06,nacarat,#N/A,5,salts,1,1227,406,0
22,1,29,0,4.89,4.06,nacarat,#N/A,5,salts,1,1227,406,0
16,1,22,0,4.89,4.06,nacarat,#N/A,5,salts,1,1388,406,0
10,1,21,0,3.89,11.71,omophagy,#N/A,4,sigh,1,432,1171,0
7,0,38,0,3.89,11.71,omophagy,#N/A,4,sigh,1,437,1171,0
13,1,29,0,3.89,11.71,omophagy,#N/A,4,sigh,1,456,1171,0
27,1,46,0,3.89,11.71,omophagy,#N/A,4,sigh,1,482,1171,0
5,1,29,0,3.89,11.71,omophagy,#N/A,4,sigh,1,486,1171,0
12,0,24,0,3.89,11.71,omophagy,#N/A,4,sigh,1,496,1171,0
20,1,23,0,3.89,11.71,omophagy,#N/A,4,sigh,1,519,1171,0
25,1,47,0,3.89,11.71,omophagy,#N/A,4,sigh,1,522,1171,0
3,1,60,0,3.89,11.71,omophagy,#N/A,4,sigh,1,592,1171,0
9,1,46,0,3.89,11.71,omophagy,#N/A,4,sigh,1,592,1171,0
23,1,42,0,3.89,11.71,omophagy,#N/A,4,sigh,1,600,1171,0
6,1,30,0,3.89,11.71,omophagy,#N/A,4,sigh,1,632,1171,0
17,1,33,0,3.89,11.71,omophagy,#N/A,4,sigh,1,656,1171,0
22,1,29,0,3.89,11.71,omophagy,#N/A,4,sigh,1,715,1171,0
14,0,22,0,3.89,11.71,omophagy,#N/A,4,sigh,1,716,1171,0
8,1,30,0,3.89,11.71,omophagy,#N/A,4,sigh,1,766,1171,0
29,0,29,0,3.89,11.71,omophagy,#N/A,4,sigh,1,775,1171,0
21,1,18,0,3.89,11.71,omophagy,#N/A,4,sigh,1,868,1171,0
1,1,30,0,3.89,11.71,omophagy,#N/A,4,sigh,1,1075,1171,0
16,1,22,0,3.89,11.71,omophagy,#N/A,4,sigh,1,1139,1171,0
26,0,51,0,3.89,11.71,omophagy,#N/A,4,sigh,1,1181,1171,0
7,0,38,0,4.82,36.78,panics,#N/A,5,yards,1,440,3678,0
10,1,21,0,4.82,36.78,panics,#N/A,5,yards,1,449,3678,0
1,1,30,0,4.82,36.78,panics,#N/A,5,yards,1,459,3678,0
8,1,30,0,4.82,36.78,panics,#N/A,5,yards,1,500,3678,0
27,1,46,0,4.82,36.78,panics,#N/A,5,yards,1,554,3678,0
24,1,48,0,4.82,36.78,panics,#N/A,5,yards,1,592,3678,0
5,1,29,0,4.82,36.78,panics,#N/A,5,yards,1,614,3678,0
20,1,23,0,4.82,36.78,panics,#N/A,5,yards,1,639,3678,0
17,1,33,0,4.82,36.78,panics,#N/A,5,yards,1,643,3678,0
13,1,29,0,4.82,36.78,panics,#N/A,5,yards,1,647,3678,0
25,1,47,0,4.82,36.78,panics,#N/A,5,yards,1,653,3678,0
29,0,29,0,4.82,36.78,panics,#N/A,5,yards,1,686,3678,0
11,1,20,0,4.82,36.78,panics,#N/A,5,yards,1,694,3678,0
6,1,30,0,4.82,36.78,panics,#N/A,5,yards,1,700,3678,0
23,1,42,0,4.82,36.78,panics,#N/A,5,yards,1,726,3678,0
22,1,29,0,4.82,36.78,panics,#N/A,5,yards,1,739,3678,0
28,1,30,0,4.82,36.78,panics,#N/A,5,yards,1,743,3678,0
14,0,22,0,4.82,36.78,panics,#N/A,5,yards,1,757,3678,0
12,0,24,0,4.82,36.78,panics,#N/A,5,yards,1,765,3678,0
2,1,50,0,4.82,36.78,panics,#N/A,5,yards,1,802,3678,0
3,1,60,0,4.82,36.78,panics,#N/A,5,yards,1,1137,3678,0
9,1,46,0,4.82,36.78,panics,#N/A,5,yards,1,1137,3678,0
26,0,51,0,4.82,36.78,panics,#N/A,5,yards,1,1226,3678,0
21,1,18,0,4.82,36.78,panics,#N/A,5,yards,1,1275,3678,0
16,1,22,0,4.82,36.78,panics,#N/A,5,yards,1,1484,3678,0
1,1,30,0,4.07,4.28,panurgic,#N/A,4,stab,1,447,428,0
13,1,29,0,4.07,4.28,panurgic,#N/A,4,stab,1,464,428,0
28,1,30,0,4.07,4.28,panurgic,#N/A,4,stab,1,468,428,0
10,1,21,0,4.07,4.28,panurgic,#N/A,4,stab,1,483,428,0
14,0,22,0,4.07,4.28,panurgic,#N/A,4,stab,1,500,428,0
20,1,23,0,4.07,4.28,panurgic,#N/A,4,stab,1,536,428,0
23,1,42,0,4.07,4.28,panurgic,#N/A,4,stab,1,554,428,0
8,1,30,0,4.07,4.28,panurgic,#N/A,4,stab,1,562,428,0
11,1,20,0,4.07,4.28,panurgic,#N/A,4,stab,1,620,428,0
17,1,33,0,4.07,4.28,panurgic,#N/A,4,stab,1,629,428,0
5,1,29,0,4.07,4.28,panurgic,#N/A,4,stab,1,666,428,0
6,1,30,0,4.07,4.28,panurgic,#N/A,4,stab,1,753,428,0
2,1,50,0,4.07,4.28,panurgic,#N/A,4,stab,1,756,428,0
18,1,25,0,4.07,4.28,panurgic,#N/A,4,stab,1,765,428,0
27,1,46,0,4.07,4.28,panurgic,#N/A,4,stab,1,816,428,0
13,1,29,0,4.47,4.31,screwy,#N/A,4,kits,1,406,431,0
27,1,46,0,4.47,4.31,screwy,#N/A,4,kits,1,447,431,0
18,1,25,0,4.47,4.31,screwy,#N/A,4,kits,1,471,431,0
20,1,23,0,4.47,4.31,screwy,#N/A,4,kits,1,503,431,0
3,1,60,0,4.47,4.31,screwy,#N/A,4,kits,1,514,431,0
10,1,21,0,4.47,4.31,screwy,#N/A,4,kits,1,514,431,0
9,1,46,0,4.47,4.31,screwy,#N/A,4,kits,1,514,431,0
21,1,18,0,4.47,4.31,screwy,#N/A,4,kits,1,515,431,0
5,1,29,0,4.47,4.31,screwy,#N/A,4,kits,1,562,431,0
23,1,42,0,4.47,4.31,screwy,#N/A,4,kits,1,615,431,0
11,1,20,0,4.47,4.31,screwy,#N/A,4,kits,1,616,431,0
28,1,30,0,4.47,4.31,screwy,#N/A,4,kits,1,618,431,0
8,1,30,0,4.47,4.31,screwy,#N/A,4,kits,1,625,431,0
2,1,50,0,4.47,4.31,screwy,#N/A,4,kits,1,645,431,0
6,1,30,0,4.47,4.31,screwy,#N/A,4,kits,1,666,431,0
17,1,33,0,4.47,4.31,screwy,#N/A,4,kits,1,688,431,0
16,1,22,0,4.47,4.31,screwy,#N/A,4,kits,1,896,431,0
22,1,29,0,4.47,4.31,screwy,#N/A,4,kits,1,897,431,0
19,1,46,0,4.47,4.31,screwy,#N/A,4,kits,1,903,431,0
12,0,24,0,4.47,4.31,screwy,#N/A,4,kits,1,916,431,0
29,0,29,0,4.47,4.31,screwy,#N/A,4,kits,1,1302,431,0
26,0,51,0,4.47,4.31,screwy,#N/A,4,kits,1,1451,431,0
10,1,21,0,4.52,365.29,shitty,#N/A,5,night,1,428,36529,0
7,0,38,0,4.52,365.29,shitty,#N/A,5,night,1,480,36529,0
13,1,29,0,4.52,365.29,shitty,#N/A,5,night,1,490,36529,0
25,1,47,0,4.52,365.29,shitty,#N/A,5,night,1,512,36529,0
23,1,42,0,4.52,365.29,shitty,#N/A,5,night,1,518,36529,0
14,0,22,0,4.52,365.29,shitty,#N/A,5,night,1,523,36529,0
11,1,20,0,4.52,365.29,shitty,#N/A,5,night,1,531,36529,0
5,1,29,0,4.52,365.29,shitty,#N/A,5,night,1,539,36529,0
26,0,51,0,4.52,365.29,shitty,#N/A,5,night,1,625,36529,0
1,1,30,0,4.52,365.29,shitty,#N/A,5,night,1,634,36529,0
27,1,46,0,4.52,365.29,shitty,#N/A,5,night,1,652,36529,0
22,1,29,0,4.52,365.29,shitty,#N/A,5,night,1,667,36529,0
8,1,30,0,4.52,365.29,shitty,#N/A,5,night,1,676,36529,0
19,1,46,0,4.52,365.29,shitty,#N/A,5,night,1,677,36529,0
6,1,30,0,4.52,365.29,shitty,#N/A,5,night,1,684,36529,0
3,1,60,0,4.52,365.29,shitty,#N/A,5,night,1,688,36529,0
9,1,46,0,4.52,365.29,shitty,#N/A,5,night,1,688,36529,0
21,1,18,0,4.52,365.29,shitty,#N/A,5,night,1,762,36529,0
2,1,50,0,4.52,365.29,shitty,#N/A,5,night,1,765,36529,0
17,1,33,0,4.52,365.29,shitty,#N/A,5,night,1,827,36529,0
28,1,30,0,4.52,365.29,shitty,#N/A,5,night,1,856,36529,0
20,1,23,0,4.52,365.29,shitty,#N/A,5,night,1,932,36529,0
29,0,29,0,4.52,365.29,shitty,#N/A,5,night,1,945,36529,0
16,1,22,0,4.52,365.29,shitty,#N/A,5,night,1,1438,36529,0
23,1,42,0,2.23,387.47,wanker,#N/A,4,away,1,441,38747,0
1,1,30,0,2.23,387.47,wanker,#N/A,4,away,1,459,38747,0
7,0,38,0,2.23,387.47,wanker,#N/A,4,away,1,462,38747,0
13,1,29,0,2.23,387.47,wanker,#N/A,4,away,1,482,38747,0
17,1,33,0,2.23,387.47,wanker,#N/A,4,away,1,486,38747,0
8,1,30,0,2.23,387.47,wanker,#N/A,4,away,1,520,38747,0
5,1,29,0,2.23,387.47,wanker,#N/A,4,away,1,554,38747,0
22,1,29,0,2.23,387.47,wanker,#N/A,4,away,1,610,38747,0
10,1,21,0,2.23,387.47,wanker,#N/A,4,away,1,644,38747,0
25,1,47,0,2.23,387.47,wanker,#N/A,4,away,1,693,38747,0
3,1,60,0,2.23,387.47,wanker,#N/A,4,away,1,698,38747,0
9,1,46,0,2.23,387.47,wanker,#N/A,4,away,1,698,38747,0
29,0,29,0,2.23,387.47,wanker,#N/A,4,away,1,737,38747,0
19,1,46,0,2.23,387.47,wanker,#N/A,4,away,1,739,38747,0
11,1,20,0,2.23,387.47,wanker,#N/A,4,away,1,744,38747,0
12,0,24,0,2.23,387.47,wanker,#N/A,4,away,1,772,38747,0
28,1,30,0,2.23,387.47,wanker,#N/A,4,away,1,791,38747,0
18,1,25,0,2.23,387.47,wanker,#N/A,4,away,1,805,38747,0
27,1,46,0,2.23,387.47,wanker,#N/A,4,away,1,976,38747,0
26,0,51,0,2.23,387.47,wanker,#N/A,4,away,1,1033,38747,0
16,1,22,0,2.23,387.47,wanker,#N/A,4,away,1,1045,38747,0
2,1,50,0,2.23,387.47,wanker,#N/A,4,away,1,1057,38747,0
20,1,23,0,2.23,387.47,wanker,#N/A,4,away,1,1178,38747,0
6,1,30,0,2.23,387.47,wanker,#N/A,4,away,1,1316,38747,0
